Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
25.08.11,Сорняки,Полынь,2,Пыление продолжается
25.08.11,Сорняки,Амброзия,0,Не обнаружены
25.08.11,Грибы,Кладоспориум,78,Спорообразование на среднем уровне
25.08.11,Грибы,Альтернария,6,Спорообразование на среднем уровне
22.08.11,Сорняки,Маревые,2,Сезон пыления закончился
22.08.11,Сорняки,Крапива,15,Пыление продолжается
22.08.11,Сорняки,Полынь,6,Пыление продолжается
22.08.11,Сорняки,Амброзия,0,Не обнаружены
22.08.11,Грибы,Кладоспориум,27,Спорообразование на низком уровне
22.08.11,Грибы,Альтернария,3,Спорообразование на низком уровне
17.08.11,Злаки,Злаки,2,Сезон пыления закончился
17.08.11,Сорняки,Маревые,3,Сезон пыления закончился
17.08.11,Сорняки,Крапива,12,Пыление продолжается
17.08.11,Сорняки,Полынь,49,Пыление продолжается
17.08.11,Сорняки,Амброзия,2,Пыление продолжается
17.08.11,Грибы,Кладоспориум,32,Спорообразование на среднем уровне
17.08.11,Грибы,Альтернария,13,Спорообразование на среднем уровне
13.08.11,Сорняки,Маревые,2,Пыление закончилось.
13.08.11,Сорняки,Крапива,14,Пыление продолжается.
13.08.11,Сорняки,Полынь,38,Пыление продолжается.
13.08.11,Сорняки,Амброзия,2,Пыление продолжается.
13.08.11,Грибы,Кладоспориум,27,Спорообразование на низком уровне
13.08.11,Грибы,Альтернария,16,Спорообразование на среднем уровне
10.08.11,Злаки,Злаки,1,Сезон пыления закончился
10.08.11,Сорняки,Маревые,1,Сезон пыления закончился
10.08.11,Сорняки,Крапива,79,Пыление продолжается
10.08.11,Сорняки,Полынь,132,Пыление продолжается
10.08.11,Сорняки,Амброзия,5,Пыление продолжается
10.08.11,Грибы,Кладоспориум,46,Спорообразование на среднем уровне
10.08.11,Грибы,Альтернария,57,Спорообразование на высоком уровне
06.08.11,Злаки,Злаки,1,Сезон пыления закончился
06.08.11,Сорняки,Маревые,3,Сезон пыления заканчивается
06.08.11,Сорняки,Крапива,26,Пыление продолжается
06.08.11,Сорняки,Полынь,134,Пыление продолжается
06.08.11,Грибы,Кладоспориум,14,Спорообразование на низком уровне
06.08.11,Грибы,Альтернария,8,Спорообразование на среднем уровне
02.08.11,Злаки,Злаки,1,Сезон пыления закончился
02.08.11,Сорняки,Маревые,3,Пыление продолжается
02.08.11,Сорняки,Крапива,32,Пыление продолжается
02.08.11,Сорняки,Полынь,75,Пыление продолжается
02.08.11,Сорняки,Амброзия,2,Единичные пыльцевые зерна
02.08.11,Грибы,Кладоспориум,45,Спорообразование на низком уровне
02.08.11,Грибы,Альтернария,5,Спорообразование на низком уровне
27.07.11,Злаки,Злаки,3,Сезон пыления закончился
27.07.11,Сорняки,Маревые,2,Пыление продолжается
27.07.11,Сорняки,Подорожник,1,Сезон пыления закончился
27.07.11,Сорняки,Щавель,2,Сезон пыления закончился
27.07.11,Сорняки,Крапива,48,Пыление продолжается
27.07.11,Сорняки,Полынь,3,Пыление продолжается
27.07.11,Сорняки,Амброзия,1,Единичные пыльцевые зерна
27.07.11,Грибы,Кладоспориум,12,Спорообразование на низком уровне
27.07.11,Грибы,Альтернария,12,Спорообразование на среднем уровне
22.07.11,Злаки,Злаки,11,Активный сезон пыления заканчивается
22.07.11,Сорняки,Маревые,14,Пыление продолжается
22.07.11,Сорняки,Крапива,67,Пыление продолжается
22.07.11,Сорняки,Полынь,7,Пыление продолжается
22.07.11,Сорняки,Амброзия,1,Единичные пыльцевые зерна
22.07.11,Грибы,Кладоспориум,52,Спорообразование на среднем уровне
22.07.11,Грибы,Альтернария,46,Спорообразование на высоком уровне
19.07.11,Лиственные деревья,Липа,0,Пыление закончилось
19.07.11,Злаки,Злаки,7,Пыление продолжается
19.07.11,Сорняки,Маревые,6,Пыление продолжается
19.07.11,Сорняки,Подорожник,0,Пыление закончилось
19.07.11,Сорняки,Щавель,0,Пыление закончилось
19.07.11,Сорняки,Крапива,45,Пыление продолжается
19.07.11,Сорняки,Полынь,4,Начинается сезон активного пыления
19.07.11,Грибы,Кладоспориум,39,Спорообразование на невысоком уровне
19.07.11,Грибы,Альтернария,4,Спорообразование на невысоком уровне
15.07.11,Лиственные деревья,Липа,1,Пыление заканчивается
15.07.11,Злаки,Злаки,28,Пыление продолжается
15.07.11,Сорняки,Маревые,0,Пыление продолжается
15.07.11,Сорняки,Подорожник,3,Пыление заканчивается
15.07.11,Сорняки,Щавель,0,Пыление заканчивается
15.07.11,Сорняки,Крапива,41,Пыление продолжается
15.07.11,Сорняки,Полынь,2,Начинается сезон пылеия
15.07.11,Грибы,Кладоспориум,37,Спорообразование на среднем уровне
15.07.11,Грибы,Альтернария,11,Спорообразование на среднем уровне
12.07.11,Злаки,Злаки,8,Пыление продолжается
12.07.11,Сорняки,Крапива,19,Пыление продолжается
12.07.11,Грибы,Кладоспориум,9,Спорообразование на низком уровне
08.07.11,Лиственные деревья,Липа,7,Начался сезон пыления
08.07.11,Злаки,Злаки,39,Пыление продолжается
08.07.11,Сорняки,Маревые,5,Начался сезон пыления
08.07.11,Сорняки,Щавель,1,Пыление продолжается
08.07.11,Сорняки,Крапива,47,Пыление продолжается
08.07.11,Грибы,Кладоспориум,473,Спорообразование на высоком уровне
08.07.11,Грибы,Альтернария,9,Спорообразование на среднем уровне
05.07.11,Злаки,Злаки,29,Пыление продолжается
05.07.11,Сорняки,Подорожник,1,Пыление продолжается
05.07.11,Сорняки,Щавель,2,Пыление продолжается
05.07.11,Сорняки,Крапива,67,Пыление продолжается
05.07.11,Грибы,Кладоспориум,37,Спорообразование на низком уровне
05.07.11,Грибы,Альтернария,3,Спорообразование на низком уровне
01.07.11,Злаки,Злаки,38,Пыление продолжается
01.07.11,Сорняки,Подорожник,2,Пыление продолжается
01.07.11,Сорняки,Щавель,3,Пыление продолжается
01.07.11,Сорняки,Крапива,42,Пыление продолжается
01.07.11,Грибы,Кладоспориум,37,Спорообразование на низком уровне
27.06.11,Хвойные деревья,Сосна,2,Пыление закончилось
27.06.11,Злаки,Злаки,11,Пыление продолжается
27.06.11,Сорняки,Подорожник,1,Начинается пыление
27.06.11,Сорняки,Щавель,1,Пыление продолжается
27.06.11,Сорняки,Крапива,8,Пыление продолжается
27.06.11,Грибы,Кладоспориум,92,Спорообразование на среднем уровне
27.06.11,Грибы,Альтернария,2,Спорообразование на низком уровне
21.06.11,Хвойные деревья,Ель,1,Пыление закончилось
21.06.11,Хвойные деревья,Сосна,2,Пыление закончилось
21.06.11,Злаки,Злаки,11,Пылени продолжается
21.06.11,Сорняки,Щавель,2,Начинается пыление
21.06.11,Сорняки,Крапива,1,Начинается пыление
21.06.11,Грибы,Кладоспориум,430,Спорообразование на высоком уровне
21.06.11,Грибы,Альтернария,2,Спорообразование на низком уровне
17.06.11,Злаки,Злаки,7,Пыление продолжается
17.06.11,Грибы,Кладоспориум,63,Спорообразование на среднем уровне
14.06.11,Лиственные деревья,Береза,1,Пыление закончилось
14.06.11,Лиственные деревья,Ива,1,Пыление закончилось
14.06.11,Хвойные деревья,Сосна,3,Пыление закончилось
14.06.11,Злаки,Злаки,17,Пыление продолжается
11.06.11,Хвойные деревья,Сосна,3,Пыление заканчивается
11.06.11,Злаки,Злаки,19,Пыление продолжается
11.06.11,Грибы,Кладоспориум,322,Спорообразование на высоком уровне
09.06.11,Лиственные деревья,Ива,1,Пыление закончилось
09.06.11,Хвойные деревья,Сосна,4,Пыление заканчивается
09.06.11,Злаки,Злаки,1,Пыление продолжается
09.06.11,Грибы,Кладоспориум,73,Спорообразование на среднем уровне
09.06.11,Грибы,Альтернария,1,Спорообразование на низком уровне
07.06.11,Лиственные деревья,Береза,2,Пыление закончилось
07.06.11,Хвойные деревья,Сосна,258,Пыление продолжается
07.06.11,Злаки,Злаки,21,Пыление продолжается
07.06.11,Грибы,Кладоспориум,8,Спорообразование на низком уровне
04.06.11,Лиственные деревья,Береза,2,Пыление закончилось
04.06.11,Лиственные деревья,Ива,3,Пыление закончилось
04.06.11,Лиственные деревья,Дуб,1,Пыление закончилось
04.06.11,Хвойные деревья,Ель,1,Пыление закончилось
04.06.11,Хвойные деревья,Сосна,579,Пыление продолжается
04.06.11,Злаки,Злаки,31,Пыление продолжается
04.06.11,Грибы,Кладоспориум,9,Спорообразование на низком уровне
02.06.11,Лиственные деревья,Ольха,1,Пыление закончилось
02.06.11,Лиственные деревья,Береза,3,Пыление закончилось
02.06.11,Лиственные деревья,Ива,11,Пыление закончилось
02.06.11,Лиственные деревья,Дуб,4,Пыление закончилось
02.06.11,Хвойные деревья,Ель,2,Пыление закончилось
02.06.11,Хвойные деревья,Сосна,637,Пыление продолжается
02.06.11,Злаки,Злаки,5,Начинается сезон пыления
02.06.11,Грибы,Кладоспориум,13,Спорообразование на низком уровне
02.06.11,Грибы,Альтернария,1,Спорообразование на низком уровне
31.05.11,Лиственные деревья,Береза,7,Пыление заканчивается
31.05.11,Лиственные деревья,Ива,0,Пыление закончилось
31.05.11,Лиственные деревья,Дуб,13,Пыление заканчивается
31.05.11,Хвойные деревья,Ель,2,Пыление заканчивается
31.05.11,Хвойные деревья,Сосна,547,Пыление продолжается
31.05.11,Злаки,Злаки,3,Начинается сезон пыления
31.05.11,Грибы,Кладоспориум,15,Спорообразование на низком уровне
31.05.11,Грибы,Альтернария,2,Спорообразование на низком уровне
28.05.11,Лиственные деревья,Береза,23,Пыление заканчивается
28.05.11,Лиственные деревья,Ива,14,Пыление заканчивается
28.05.11,Лиственные деревья,Дуб,17,Пыление заканчивается
28.05.11,Хвойные деревья,Ель,1,Пыление заканчивается
28.05.11,Хвойные деревья,Сосна,43,Пыление продолжается
28.05.11,Грибы,Кладоспориум,39,Спорообразование на среднем уровне
28.05.11,Грибы,Альтернария,7,Спорообразование на среднем уровне
26.05.11,Лиственные деревья,Тополь,0,Пыление закончилсь
26.05.11,Лиственные деревья,Береза,33,Пыление заканчивается
26.05.11,Лиственные деревья,Ива,15,Пыление продолжается
26.05.11,Лиственные деревья,Дуб,15,Пыление продолжается
26.05.11,Хвойные деревья,Ель,1,Пыление продолжается
26.05.11,Хвойные деревья,Сосна,2,Пыление продолжается
26.05.11,Грибы,Кладоспориум,23,Спорообразование на низком уровне
26.05.11,Грибы,Альтернария,3,Спорообразование на низком уровне
24.05.11,Лиственные деревья,Тополь,3,Пыление заканчивается
24.05.11,Лиственные деревья,Береза,45,Пыление заканчивается
24.05.11,Лиственные деревья,Ясень,0,Пыление закончилось
24.05.11,Лиственные деревья,Ива,27,Пыление продолжается
24.05.11,Лиственные деревья,Дуб,37,Пыление продолжается
24.05.11,Хвойные деревья,Ель,26,Пыление продолжается
24.05.11,Хвойные деревья,Сосна,10,Пыление продолжается
24.05.11,Грибы,Кладоспориум,14,Спорообразование на низком уровне
20.05.11,Лиственные деревья,Тополь,4,Пыление заканчивается
20.05.11,Лиственные деревья,Береза,98,Пыление продолжается
20.05.11,Лиственные деревья,Ясень,2,Пыление заканчивается
20.05.11,Лиственные деревья,Ива,14,Пыление продолжается
20.05.11,Лиственные деревья,Дуб,59,Пыление продолжается
20.05.11,Хвойные деревья,Ель,14,Пыление продолжается
20.05.11,Хвойные деревья,Сосна,5,Начинается сезон пыления
20.05.11,Грибы,Кладоспориум,27,Спорообразование на низком уровне
20.05.11,Грибы,Альтернария,1,Спорообразование на низком уровне
18.05.11,Лиственные деревья,Тополь,9,Пыление заканчивается
18.05.11,Лиственные деревья,Береза,184,Пыление продолжаетсяПыление продолжается
18.05.11,Лиственные деревья,Ясень,41,Пыление продолжается
18.05.11,Лиственные деревья,Ива,48,Пыление продолжается
18.05.11,Лиственные деревья,Дуб,43,Пыление продолжается
18.05.11,Хвойные деревья,Ель,1,Начинается сезон пыления
18.05.11,Грибы,Кладоспориум,34,Спорообразование на низком уровне
18.05.11,Грибы,Альтернария,3,Спорообразование на низком уровне
16.05.11,Лиственные деревья,Тополь,5,Пыление заканчивается
16.05.11,Лиственные деревья,Береза,144,Пыление продолжается
16.05.11,Лиственные деревья,Ясень,4,Пыление заканчивается
16.05.11,Лиственные деревья,Ива,37,Пыление продолжается
16.05.11,Лиственные деревья,Дуб,14,Пыление продолжается
16.05.11,Грибы,Кладоспориум,17,Спорообразование на низком уровне
16.05.11,Грибы,Альтернария,1,Спорообразование на низком уровне
13.05.11,Лиственные деревья,Тополь,47,Пыление продолжается
13.05.11,Лиственные деревья,Береза,465,Пыление продолжается
13.05.11,Лиственные деревья,Клен,0,Пыление закончилось
13.05.11,Лиственные деревья,Вяз,0,Пыление закончилось
13.05.11,Лиственные деревья,Ясень,108,Пыление продолжается
13.05.11,Лиственные деревья,Ива,24,Пыление продолжается
13.05.11,Лиственные деревья,Дуб,42,Пыление продолжается
13.05.11,Грибы,Кладоспориум,27,Спорообразование на низком уровне
13.05.11,Грибы,Альтернария,3,Спорообразование на низком уровне
11.05.11,Лиственные деревья,Тополь,17,Пыление продолжается
11.05.11,Лиственные деревья,Береза,413,Пыление продолжается
11.05.11,Лиственные деревья,Клен,3,Пыление закончилось
11.05.11,Лиственные деревья,Вяз,0,Пыление закончилось
11.05.11,Лиственные деревья,Ясень,129,Активное пыление
11.05.11,Лиственные деревья,Ива,36,Пыление продолжается
11.05.11,Лиственные деревья,Дуб,30,Начинается пыление
11.05.11,Хвойные деревья,Сосна,1,Начинается пыление
11.05.11,Грибы,Кладоспориум,67,Спорообразование на среднем уровне
07.05.11,Лиственные деревья,Ольха,0,Сезон пыления закончился
07.05.11,Лиственные деревья,Орешник,0,Сезон пыления закончился
07.05.11,Лиственные деревья,Тополь,388,Продолжается пыление
07.05.11,Лиственные деревья,Береза,5323,Активное пыление
07.05.11,Лиственные деревья,Клен,263,Активное пыление
07.05.11,Лиственные деревья,Вяз,10,Пыление продолжается
07.05.11,Лиственные деревья,Ясень,6,Начало пыления
07.05.11,Лиственные деревья,Ива,59,Пыление продолжается
07.05.11,Грибы,Кладоспориум,271,Спорообразование на высоком уровне
07.05.11,Грибы,Альтернария,19,Спорообразование на высоком уровне
05.05.11,Лиственные деревья,Ольха,2,Пыление закончилось
05.05.11,Лиственные деревья,Орешник,0,Пыление закончилось
05.05.11,Лиственные деревья,Тополь,359,Пыление продолжается
05.05.11,Лиственные деревья,Береза,464,Активное пыление
05.05.11,Лиственные деревья,Клен,7,Начинается сезон пыления
05.05.11,Лиственные деревья,Вяз,11,Пыление продолжается
05.05.11,Лиственные деревья,Ива,31,Пыление продолжается
05.05.11,Грибы,Кладоспориум,86,Спорообразование на среднем уровне
03.05.11,Лиственные деревья,Ольха,5,Сезон пыления закончился
03.05.11,Лиственные деревья,Орешник,0,Сезон пыления закончился
03.05.11,Лиственные деревья,Тополь,258,Пыление продолжается
03.05.11,Лиственные деревья,Береза,41,Начинается период активного пыления
03.05.11,Лиственные деревья,Вяз,43,Активное пыление
03.05.11,Лиственные деревья,Ива,103,Активное пыление
03.05.11,Грибы,Кладоспориум,15,Спорообразование на низком уровне
29.04.11,Лиственные деревья,Ольха,19,Пыление заканчивается
29.04.11,Лиственные деревья,Орешник,16,Пыление заканчивается
29.04.11,Лиственные деревья,Тополь,5742,Активное пыление
29.04.11,Лиственные деревья,Береза,2,Единичные пыльцевые зерна
29.04.11,Лиственные деревья,Вяз,5,Начался сезон пыления
29.04.11,Лиственные деревья,Ива,46,Начался сезон пыления
29.04.11,Грибы,Кладоспориум,15,Спорообразование на низком уровне
27.04.11,Лиственные деревья,Ольха,97,Пыление продолжается
27.04.11,Лиственные деревья,Орешник,31,Пыление продолжается
27.04.11,Лиственные деревья,Тополь,1537,Активное пыление
25.04.11,Лиственные деревья,Ольха,461,Активное пыление
25.04.11,Лиственные деревья,Орешник,237,Активное пыление
25.04.11,Лиственные деревья,Тополь,208,Активное пыление
23.04.11,Лиственные деревья,Ольха,173,Активное пыление
23.04.11,Лиственные деревья,Орешник,16,Активное пыление
23.04.11,Лиственные деревья,Береза,1,Единичные пыльцевые зерна
21.04.11,Лиственные деревья,Ольха,128,Активное пыление
21.04.11,Лиственные деревья,Орешник,25,Активное пыление
21.04.11,Грибы,Кладоспориум,11,Спорообразование на низком уровне
18.04.11,Лиственные деревья,Ольха,226,Активное пыление ольхи
18.04.11,Лиственные деревья,Орешник,15,Активное пыление орешника
18.04.11,Лиственные деревья,Береза,3,Единичные пыльцевые зерна березы
15.04.11,Лиственные деревья,Ольха,6,Начинается сезон пыления
15.04.11,Лиственные деревья,Орешник,1,Начинается сезон пыления
15.04.11,Лиственные деревья,Ива,1,Начинается сезон пыления
28.08.10,Сорняки,Маревые,2,Пыление заканчивается
28.08.10,Сорняки,Крапива,2,Пыление заканчивается
28.08.10,Сорняки,Полынь,1,Пыление заканчивается
28.08.10,Сорняки,Амброзия,1,Пыление заканчивается
28.08.10,Грибы,Кладоспориум,278,Спорообразование на среднем уровне
28.08.10,Грибы,Альтернария,16,Спорообразование на среднем уровне
26.08.10,Сорняки,Маревые,1,Сезон пыления заканчивается
26.08.10,Сорняки,Крапива,5,Сезон пыления заканчивается
26.08.10,Сорняки,Полынь,2,Сезон пыления заканчивается
26.08.10,Грибы,Кладоспориум,432,Спорообразование на высоком уровне
26.08.10,Грибы,Альтернария,17,Спорообразование на высоком уровне
24.08.10,Хвойные деревья,Сосна,1,Пыление давно закончилось
24.08.10,Сорняки,Маревые,0,Пыление заканчивается
24.08.10,Сорняки,Крапива,0,Пыление заканчивается
24.08.10,Сорняки,Полынь,1,Пыление заканчивается
24.08.10,Грибы,Кладоспориум,384,Продолжается интенсивное спорообразование
24.08.10,Грибы,Альтернария,25,Продолжается интенсивное спорообразование
20.08.10,Хвойные деревья,Сосна,1,Пыление сосны давно закончилось
20.08.10,Сорняки,Маревые,1,Продолжается пыление
20.08.10,Сорняки,Крапива,1,Продолжается пыление
20.08.10,Сорняки,Полынь,11,Продолжается пыление
20.08.10,Грибы,Кладоспориум,73,Спорообразование продолжается
20.08.10,Грибы,Альтернария,7,Спорообразование продолжается
17.08.10,Сорняки,Маревые,9,Пыление продолжается
17.08.10,Сорняки,Крапива,1,Пыление заканчивается
17.08.10,Сорняки,Полынь,11,Пыление продолжается
17.08.10,Грибы,Кладоспориум,17,Продолжается спорообразование
17.08.10,Грибы,Альтернария,9,Продолжается спорообразование
14.08.10,Сорняки,Маревые,2,Продолжается пыление
14.08.10,Сорняки,Крапива,3,Продолжается пыление
14.08.10,Сорняки,Полынь,9,Продолжается пыление
14.08.10,Сорняки,Амброзия,1,Продолжается пыление
14.08.10,Грибы,Кладоспориум,24,Продолжается спорообразование
14.08.10,Грибы,Альтернария,8,Продолжается спорообразование
12.08.10,Лиственные деревья,Липа,1,Пыление закончилось
12.08.10,Сорняки,Маревые,9,Пыление продолжается
12.08.10,Сорняки,Крапива,3,Пыление продолжается
12.08.10,Сорняки,Полынь,7,Пыление продолжается
12.08.10,Сорняки,Амброзия,1,Занос пыльцы из более южных регионов
12.08.10,Грибы,Кладоспориум,54,Спорообразование продолжается
12.08.10,Грибы,Альтернария,7,Спорообразование продолжается
10.08.10,Сорняки,Маревые,5,Пыление продолжается
10.08.10,Сорняки,Крапива,2,Пыление продолжается
10.08.10,Сорняки,Полынь,13,Пыление продолжается
10.08.10,Грибы,Кладоспориум,22,Продолжается спорообразование
10.08.10,Грибы,Альтернария,5,Продолжается спорообразование
