Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
30.05.12,Лиственные деревья,Дуб,0.52,Закончился период цветения дуба на территории города и области
30.05.12,Хвойные деревья,Ель,4.68,Заканчивается период пыления ели на территории города и области.
30.05.12,Хвойные деревья,Сосна,51.74,Начинается период пыления сосны на юге области. В ближайшее время концентрация пыльцы в воздухе возрастет.
30.05.12,Грибы,Альтернария,0.26,Концентрация грибов в воздухе города крайне низкая.
28.05.12,Лиственные деревья,Орешник,0.52,Вторичный занос пыльцевых зерен в воздушный бассейн города.
28.05.12,Лиственные деревья,Береза,14.56,Период пыления березы закончился. Вторичный занос пыльцевых зерен в воздушный бассейн города.
28.05.12,Хвойные деревья,Ель,6.78,Заканчивается период пыления ели на территории города и области.
28.05.12,Хвойные деревья,Сосна,32.24,Начинается период пыления сосны на юге области.
28.05.12,Злаки,Злаки,0.52,Начался период пыления раннецветущих видов злаков.
28.05.12,Грибы,Альтернария,0.52,Концентрация грибов в воздухе города очень низкая.
28.05.12,Лиственные деревья,Ольха,1.04,Концентрация грибов в воздухе города очень низкая.
25.05.12,Лиственные деревья,Береза,13,Период пыления березы закончился. Вторичный занос пыльцевых зерен в воздушный бассейн города.
25.05.12,Хвойные деревья,Ель,1.3,Продолжается период пыления ели на территории города и области.
25.05.12,Хвойные деревья,Сосна,0.26,Сосна в нашем регионе еще не начала свое пыление. Обнаруженные в воздухе пыльцевые зерна занесены из более южных районов.
23.05.12,Лиственные деревья,Тополь,1.04,Закончился период цветения ив.
23.05.12,Лиственные деревья,Береза,142.48,Период пыления березы закончился. Концентрация пыльцы в воздухе в ближайшие дни заметно снизится.
23.05.12,Лиственные деревья,Клен,1.56,Закончился период цветение клена.
23.05.12,Лиственные деревья,Ясень,0.52,Закончился период цветение ясеня. Вторичный занос пыльцевых зерен в воздушный бассейн города.
23.05.12,Лиственные деревья,Ива,2.08,Продолжается период цветения ив.
23.05.12,Лиственные деревья,Дуб,6.24,Продолжается период цветения дуба на территории города и области.
23.05.12,Хвойные деревья,Ель,42.12,Продолжается период пыления ели на территории города и области.
23.05.12,Хвойные деревья,Сосна,4.16,Сосна в нашем регионе еще не начала свое пыление. Обнаруженные в воздухе пыльцевые зерна занесены из более южных районов.
21.05.12,Лиственные деревья,Береза,16.33,Период пыления березы закончился. Концентрация пыльцы в воздухе в ближайшие дни заметно снизится.
21.05.12,Лиственные деревья,Клен,0.23,Закончился период цветение клена.
21.05.12,Лиственные деревья,Вяз,0.23,Закончился период цветение вяза. Вторичный занос пыльцевых зерен в воздушный бассейн города.
21.05.12,Лиственные деревья,Ясень,0.69,Закончился период цветение ясеня. Вторичный занос пыльцевых зерен в воздушный бассейн города.
21.05.12,Лиственные деревья,Ива,2.07,Продолжается период цветения ив.
21.05.12,Лиственные деревья,Дуб,11.5,Начался период цветения дуба на территории города и области.
21.05.12,Хвойные деревья,Ель,40.02,Продолжается период пыления ели на территории города и области.
21.05.12,Хвойные деревья,Сосна,3.68,Сосна в нашем регионе еще не начала свое пыление. Обнаруженные в воздухе пыльцевые зерна занесены из более южных районов.
21.05.12,Грибы,Альтернария,0.46,Концентрация грибов в воздухе города очень низкая.
18.05.12,Лиственные деревья,Тополь,1.56,Продолжается период цветения всех видов тополей.
18.05.12,Лиственные деревья,Береза,220.48,Пик активности пыления березы закончился. Концентрация пыльцы в воздухе в ближайшие дни заметно снизится.
18.05.12,Лиственные деревья,Клен,2.6,Заканчивается период цветение клена.
18.05.12,Лиственные деревья,Ива,10.92,Продолжается период цветения ив.
18.05.12,Хвойные деревья,Ель,99.32,Начался период пыления ели на территории города и области.
18.05.12,Хвойные деревья,Сосна,21.84,регионе еще не начала свое пыление. Обнаруженные в воздухе пыльцевые зерна занесены из более южных районов.
18.05.12,Грибы,Кладоспориум,1.04,Концентрация грибов в воздухе города очень низкая.
18.05.12,Грибы,Альтернария,3.12,Концентрация грибов в воздухе города очень низкая.
16.05.12,Лиственные деревья,Тополь,1.82,Продолжается период цветения всех видов тополей.
16.05.12,Лиственные деревья,Береза,173.16,Пик активности пыления березы закончился. Концентрация пыльцы в воздухе в ближайшие дни заметно снизится.
16.05.12,Лиственные деревья,Клен,0.78,Заканчивается период цветение клена.
16.05.12,Лиственные деревья,Ива,1.04,Продолжается период цветения ив.
16.05.12,Хвойные деревья,Сосна,2.89,Сосна в нашем регионе еще не начала свое пыление. Обнаруженные в воздухе пыльцевые зерна занесены из более
16.05.12,Грибы,Кладоспориум,4.68,Концентрация грибов в воздухе города очень низкая.
14.05.12,Лиственные деревья,Тополь,2.08,Продолжается период цветения всех видов тополей.
14.05.12,Лиственные деревья,Береза,352.04,Пик активности пыления березы закончился. Концентрация пыльцы в воздухе в ближайшие дни заметно снизится.
14.05.12,Лиственные деревья,Клен,1.04,Продолжается цветение клена.
14.05.12,Лиственные деревья,Ива,1.04,Продолжается период цветения ив.
14.05.12,Грибы,Альтернария,0,Концентрация грибов в воздухе города очень низкая.
11.05.12,Лиственные деревья,Тополь,9.88,Начался основной период цветения всех видов тополей.
11.05.12,Лиственные деревья,Береза,1229.8,В настоящий момент продолжается пик активности пыления цветение березы территории города и области. Концентрация пыльцы в воздухе очень высокая.
11.05.12,Лиственные деревья,Клен,1.3,Продолжается цветение клена.
11.05.12,Лиственные деревья,Вяз,0.26,Закончился период цветения вяза.
11.05.12,Лиственные деревья,Ясень,1.26,Продолжается цветение ясеня.
11.05.12,Лиственные деревья,Ива,21.58,Начался основной период цветения всех видов ив.
11.05.12,Хвойные деревья,Сосна,0.52,Сосна в нашем регионе еще не начала свое пыление. Обнаруженные в воздухе пыльцевые зерна занесены из более южных районов.
11.05.12,Грибы,Альтернария,2.34,Концентрация грибов в воздухе города очень низкая.
11.05.12,Лиственные деревья,Ольха,0.52,Концентрация грибов в воздухе города очень низкая.
10.05.12,Лиственные деревья,Тополь,0.52,Продолжается период цветения тополя на территории города и области.
10.05.12,Лиственные деревья,Береза,1836.12,В настоящий момент продолжается пик активности пыления цветение березы территории города и области. Концентрация пыльцы в воздухе очень высокая.
10.05.12,Лиственные деревья,Клен,2.6,Продолжается цветение клена.
10.05.12,Лиственные деревья,Ясень,1.04,Продолжается цветение ясеня.
10.05.12,Лиственные деревья,Ива,1.04,Продолжается период цветения ивы козьей.
10.05.12,Грибы,Альтернария,0.52,Концентрация грибов в воздухе города очень низкая.
04.05.12,Лиственные деревья,Тополь,1.56,Продолжается период цветения тополя (осины дрожащей) на территории города и области.
04.05.12,Лиственные деревья,Береза,13,Начинается цветение березы на юге области.
04.05.12,Лиственные деревья,Клен,0.26,Начинается цветение клена на юге области.
04.05.12,Лиственные деревья,Вяз,2.86,Продолжается период цветения вяза.
04.05.12,Лиственные деревья,Ясень,0.52,Начинается цветение ясеня на юге области.
04.05.12,Лиственные деревья,Ива,1.3,Продолжается период цветения ивы козьей.
02.05.12,Лиственные деревья,Ольха,0.52,Закончился период цветения ольхи на территории города и области. Вторичный занос пыльцы в воздушный бассейн.
02.05.12,Лиственные деревья,Тополь,0.52,Начинается период цветения тополя (осины дрожащей) на территории города и области.
02.05.12,Лиственные деревья,Береза,34.84,Начинается цветение березы на юге области.
02.05.12,Лиственные деревья,Вяз,2.08,Начинается период цветения вяза.
02.05.12,Лиственные деревья,Ива,16.64,Продолжается период цветения ивы козьей на юге области.
02.05.12,Грибы,Кладоспориум,1.56,Концентрация грибов в воздухе города очень низкая.
27.04.12,Лиственные деревья,Ольха,0.52,Закончился период цветения ольхи на юге области.
27.04.12,Лиственные деревья,Орешник,0.26,Закончился период пыления орешника (лещины)
27.04.12,Лиственные деревья,Тополь,1.82,Начинается период цветения тополя (осины дрожащей) на территории города и области.
27.04.12,Лиственные деревья,Береза,39.26,Береза в нашем регионе еще не начала свое цветение.Обнаруженные в спектрах пыльцевые зерна занесены из более южных регионов
27.04.12,Лиственные деревья,Вяз,0.78,Начинается период цветения вяза на юге области.
27.04.12,Лиственные деревья,Ива,9.1,Продолжается период цветения ивы козьей. Концентрация пыльцы в воздухе города довольно большая.
27.04.12,Грибы,Кладоспориум,1.3,Концентрация грибов в воздухе города очень низкая.
27.04.12,Грибы,Альтернария,0.26,Концентрация грибов в воздухе города очень низкая.
25.04.12,Лиственные деревья,Тополь,0.52,Начинается период цветения тополя (осины дрожащей) на территории города и области.
25.04.12,Лиственные деревья,Вяз,0,Начинается период цветения вяза на юге области.
25.04.12,Лиственные деревья,Ива,4.16,Продолжается период цветения ивы козьей.
25.04.12,Грибы,Альтернария,3.64,Концентрация грибов в воздухе города крайне низкая.
24.04.12,Лиственные деревья,Ольха,0.78,Продолжается период цветения ольхи на юге области.
24.04.12,Лиственные деревья,Орешник,0.78,Заканчивается период пыления орешника (лещины)
24.04.12,Лиственные деревья,Тополь,2.08,Начинается период цветения тополя (осины дрожащей) на территории города и области.
24.04.12,Лиственные деревья,Береза,3.12,Береза в нашем регионе еще не начала свое цветение.Обнаруженные в спектрах пыльцевые зерна занесены из более южных регионов.
24.04.12,Лиственные деревья,Вяз,1.04,Начинается период цветения вяза на юге области.
24.04.12,Лиственные деревья,Ива,1.82,Продолжается период цветения ивы козьей.
24.04.12,Грибы,Альтернария,0.26,Концентрация грибов в воздухе города крайне низкая.
19.09.11,Сорняки,Полынь,0.52,Завершился период цветения полыни.
19.09.11,Грибы,Кладоспориум,9.36,Концентрация грибов в воздухе города очень низкая.
19.09.11,Грибы,Альтернария,1.44,Концентрация грибов в воздухе города очень низкая.
15.09.11,Лиственные деревья,Береза,0.5,Вторичный занос пыльцы в воздушный бассейн города.
15.09.11,Хвойные деревья,Сосна,0.3,Вторичный занос пыльцы в воздушный бассейн города.
15.09.11,Сорняки,Крапива,0.5,Заканчивается период цветения крапивы.
15.09.11,Сорняки,Полынь,0.3,Завершился период цветения полыни.
15.09.11,Грибы,Кладоспориум,14.8,Концентрация грибов в воздухе города очень низкая.
15.09.11,Грибы,Альтернария,2.9,Концентрация грибов в воздухе города очень низкая.
14.09.11,Лиственные деревья,Береза,1.1,Вторичный занос пыльцы в воздушный бассейн города.
14.09.11,Злаки,Злаки,1.6,Заканчивается период цветения злаков.
14.09.11,Сорняки,Крапива,1.1,Период цветения крапивы может продлиться до середины сентября.
14.09.11,Грибы,Кладоспориум,8.3,Концентрация грибов в воздухе города очень низкая.
14.09.11,Грибы,Альтернария,1.6,Концентрация грибов в воздухе города очень низкая.
12.09.11,Хвойные деревья,Сосна,0.3,Вторичный занос пыльцы в воздушный бассейн города.
12.09.11,Злаки,Злаки,0.3,Продолжается период цветения злаков.
12.09.11,Грибы,Кладоспориум,23.1,Концентрация грибов в воздухе города очень низкая.
12.09.11,Грибы,Альтернария,0.8,Концентрация грибов в воздухе города очень низкая.
09.09.11,Сорняки,Маревые,1.56,Период цветения маревых закончился. Вторичный занос пыльцы в воздушный бассейн города.
09.09.11,Сорняки,Крапива,2.08,Период цветения крапивы может продлиться до середины сентября.
09.09.11,Грибы,Кладоспориум,17.16,Концентрация грибов в воздухе города очень низкая.
09.09.11,Грибы,Альтернария,3.64,Концентрация грибов в воздухе города очень низкая.
07.09.11,Злаки,Злаки,0.26,Продолжается период цветения злаков.
07.09.11,Сорняки,Крапива,0.78,Период цветения крапивы может продлиться до середины сентября.
07.09.11,Грибы,Кладоспориум,11.44,Концентрация грибов в воздухе города очень низкая.
07.09.11,Грибы,Альтернария,1.3,Концентрация грибов в воздухе города очень низкая.
05.09.11,Злаки,Злаки,1.04,Продолжается период цветения злаков.
05.09.11,Сорняки,Крапива,1.04,Период цветения крапивы может продлиться до середины сентября.
05.09.11,Грибы,Кладоспориум,16.12,Концентрация грибов в воздухе города низкая.
05.09.11,Грибы,Альтернария,5.2,Концентрация грибов в воздухе города низкая.
02.09.11,Лиственные деревья,Береза,0.3,Вторичный занос в воздушный бассейн города.
02.09.11,Сорняки,Крапива,0.5,Продолжается период цветения крапивы.
02.09.11,Грибы,Кладоспориум,13.5,Концентрация грибов в воздухе города низкая.
02.09.11,Грибы,Альтернария,0.8,Концентрация грибов в воздухе города низкая.
31.08.11,Лиственные деревья,Береза,0.5,Вторичный занос в воздушный бассейн города.
31.08.11,Злаки,Злаки,1.04,Продолжается период цветения злаков.
31.08.11,Сорняки,Крапива,1.04,Продолжается период цветения крапивы.
31.08.11,Грибы,Кладоспориум,20.8,Концентрация грибов в воздухе города низкая.
31.08.11,Грибы,Альтернария,7.8,Концентрация грибов в воздухе города низкая.
29.08.11,Лиственные деревья,Береза,0.8,Вторичный занос в воздушный бассейн города.
29.08.11,Злаки,Злаки,1.04,Продолжается период цветения злаков.
29.08.11,Сорняки,Маревые,4.2,Продолжается период цветения маревых на территории города и области.
29.08.11,Сорняки,Крапива,12.7,Продолжается период цветения крапивы.
29.08.11,Сорняки,Полынь,1.6,Завершается основной период цветения полыни.
29.08.11,Грибы,Кладоспориум,38.5,Концентрация грибов в воздухе города низкая.
29.08.11,Грибы,Альтернария,25.7,Концентрация грибов в воздухе города низкая.
26.08.11,Лиственные деревья,Береза,0.5,Вторичный занос в воздушный бассейн города.
26.08.11,Злаки,Злаки,0.5,Продолжается период цветения злаков.
26.08.11,Сорняки,Крапива,22.4,Продолжается период цветения крапивы.
26.08.11,Сорняки,Полынь,0.5,Завершается основной период цветения полыни.
26.08.11,Грибы,Кладоспориум,69.7,Концентрация грибов в воздухе города низкая.
26.08.11,Грибы,Альтернария,3.1,Концентрация грибов в воздухе города низкая.
24.08.11,Лиственные деревья,Береза,0.3,Вторичный занос в воздушный бассейн города.
24.08.11,Злаки,Злаки,0.8,Продолжается период цветения злаков.
24.08.11,Сорняки,Крапива,13.3,Продолжается период цветения крапивы.
24.08.11,Сорняки,Полынь,2.6,Продолжается период цветения полыни.
24.08.11,Грибы,Кладоспориум,31.2,Концентрация грибов в воздухе города низкая.
24.08.11,Грибы,Альтернария,4.2,Концентрация грибов в воздухе города низкая.
22.08.11,Злаки,Злаки,1,Продолжается период цветения злаков.
22.08.11,Сорняки,Крапива,23.4,Продолжается период цветения крапивы.
22.08.11,Сорняки,Полынь,7.8,Продолжается период цветения полыни.
22.08.11,Грибы,Кладоспориум,63.4,Концентрация грибов в воздухе города низкая.
22.08.11,Грибы,Альтернария,10.4,Концентрация грибов в воздухе города низкая.
19.08.11,Лиственные деревья,Береза,0.3,Вторичный занос в воздушный бассейн города.
19.08.11,Злаки,Злаки,0.8,Продолжается период цветения злаков.
19.08.11,Сорняки,Крапива,4.7,Продолжается период цветения крапивы.
19.08.11,Сорняки,Полынь,0.3,Продолжается период цветения полыни.
19.08.11,Грибы,Кладоспориум,36.9,Концентрация грибов в воздухе города низкая.
19.08.11,Грибы,Альтернария,4.7,Концентрация грибов в воздухе города низкая.
17.08.11,Злаки,Злаки,1.6,Продолжается период цветения злаков.
17.08.11,Сорняки,Крапива,45.2,Продолжается период цветения крапивы.
17.08.11,Сорняки,Полынь,4.2,Продолжается период цветения полыни.
17.08.11,Грибы,Кладоспориум,19.2,Концентрация грибов в воздухе города низкая.
17.08.11,Грибы,Альтернария,1.6,Концентрация грибов в воздухе города низкая.
15.08.11,Злаки,Злаки,0.78,Продолжается период цветения злаков.
15.08.11,Сорняки,Маревые,0.26,Продолжается период цветения маревых на территории города и области.
15.08.11,Сорняки,Крапива,14.3,Заканчивается период массового цветения крапивы.
15.08.11,Сорняки,Полынь,7.8,Продолжается период цветения полыни.
15.08.11,Грибы,Кладоспориум,85.8,Концентрация грибов в воздухе города низкая.
15.08.11,Грибы,Альтернария,3.9,Концентрация грибов в воздухе города низкая.
12.08.11,Злаки,Злаки,1.6,Продолжается период цветения злаков.
12.08.11,Сорняки,Крапива,14,Заканчивается период массового цветения крапивы.
12.08.11,Сорняки,Полынь,9.4,Продолжается период цветения полыни.
12.08.11,Грибы,Кладоспориум,82.2,Концентрация грибов в воздухе города низкая.
12.08.11,Грибы,Альтернария,7.3,Концентрация грибов в воздухе города низкая.
10.08.11,Злаки,Злаки,1.04,Продолжается период цветения злаков.
10.08.11,Сорняки,Крапива,16.1,Заканчивается период массового цветения крапивы.
10.08.11,Сорняки,Полынь,8.3,Продолжается период цветения полыни.
10.08.11,Грибы,Кладоспориум,96.7,Концентрация грибов в воздухе города невысокая.
10.08.11,Грибы,Альтернария,5.9,Концентрация грибов в воздухе города низкая.
08.08.11,Лиственные деревья,Береза,1.04,Закончился период цветения березы на территории города и области. Вторичный занос в воздушный бассейн города.
08.08.11,Хвойные деревья,Сосна,1.04,Закончился период пыления сосны. Вторичный занос в воздушный бассейн города.
08.08.11,Злаки,Злаки,4.7,Продолжается период цветения злаков.
08.08.11,Сорняки,Маревые,2.1,Продолжается период цветения маревых на территории города и области.
08.08.11,Сорняки,Крапива,25.5,Заканчивается период массового цветения крапивы.
08.08.11,Сорняки,Полынь,26,Продолжается период цветения полыни.
08.08.11,Грибы,Кладоспориум,145.6,Концентрация грибов в воздухе города невысокая.
08.08.11,Грибы,Альтернария,15.6,Концентрация грибов в воздухе города низкая.
05.08.11,Лиственные деревья,Береза,0.5,Закончился период цветения березы на территории города и области. Вторичный занос в воздушный бассейн города.
05.08.11,Хвойные деревья,Сосна,0.5,Закончился период пыления сосны. Вторичный занос в воздушный бассейн города.
05.08.11,Злаки,Злаки,1.3,Продолжается период цветения злаков.
05.08.11,Сорняки,Маревые,0.5,Продолжается период цветения маревых на территории города и области.
05.08.11,Сорняки,Крапива,3.9,Продолжается период массового цветения крапивы.
05.08.11,Сорняки,Полынь,2.7,Продолжается период цветения полыни.
05.08.11,Грибы,Кладоспориум,8.3,Концентрация грибов в воздухе города очень низкая.
05.08.11,Грибы,Альтернария,3.6,Концентрация грибов в воздухе города низкая.
03.08.11,Лиственные деревья,Береза,0.5,Закончился период цветения березы на территории города и области. Вторичный занос в воздушный бассейн города.
03.08.11,Злаки,Злаки,1.04,Продолжается период цветения злаков.
03.08.11,Сорняки,Крапива,4.7,Продолжается период массового цветения крапивы.
03.08.11,Сорняки,Полынь,0.5,Продолжается период цветения полыни.
03.08.11,Грибы,Кладоспориум,13,Концентрация грибов в воздухе города очень низкая.
03.08.11,Грибы,Альтернария,3.1,Концентрация грибов в воздухе города низкая.
01.08.11,Злаки,Злаки,1.1,Закончился основной период цветения злаков.
01.08.11,Сорняки,Маревые,0.8,Продолжается период цветения маревых на территории города и области.
01.08.11,Сорняки,Крапива,3.6,Продолжается период массового цветения крапивы.
01.08.11,Сорняки,Полынь,1.3,Продолжается период цветения полыни.
01.08.11,Грибы,Кладоспориум,36.9,Концентрация грибов в воздухе города низкая.
01.08.11,Грибы,Альтернария,1.8,Концентрация грибов в воздухе города низкая.
29.07.11,Злаки,Злаки,3.1,Закончился основной период цветения злаков.
29.07.11,Сорняки,Маревые,1.6,Продолжается период цветения маревых на территории города и области.
29.07.11,Сорняки,Подорожник,2.1,Продолжается период цветения подорожника.
29.07.11,Сорняки,Крапива,22.4,Продолжается период массового цветения крапивы.
29.07.11,Сорняки,Полынь,3.4,Продолжается период цветения полыни.
29.07.11,Грибы,Кладоспориум,147.7,Концентрация грибов в воздухе города невысокая.
29.07.11,Грибы,Альтернария,23.9,Концентрация грибов в воздухе города низкая.
27.07.11,Злаки,Злаки,1.04,Заканчивается основной период цветения злаков.
27.07.11,Сорняки,Маревые,0.78,Начался период цветения маревых на территории города и области.
27.07.11,Сорняки,Подорожник,1.04,Продолжается период цветения подорожника.
27.07.11,Сорняки,Крапива,34.6,Продолжается период массового цветения крапивы.
27.07.11,Сорняки,Полынь,4.4,Продолжается период цветения полыни.
27.07.11,Грибы,Кладоспориум,140,Концентрация грибов в воздухе города невысокая.
27.07.11,Грибы,Альтернария,16.1,Концентрация грибов в воздухе города низкая.
25.07.11,Сорняки,Подорожник,1.04,Продолжается период цветения подорожника.
25.07.11,Сорняки,Крапива,31.7,Продолжается период массового цветения крапивы.
25.07.11,Сорняки,Полынь,5.2,Начался период цветения полыни.
25.07.11,Грибы,Кладоспориум,239.7,Концентрация грибов в воздухе города невысокая.
25.07.11,Грибы,Альтернария,12.5,Концентрация грибов в воздухе города низкая.
22.07.11,Лиственные деревья,Береза,0.56,Период пыления березы закончился. Вторичный занос пыльцы в воздушный бассейн города.
22.07.11,Лиственные деревья,Липа,0.26,Закончился период пыления липы на территории города.
22.07.11,Злаки,Злаки,1.04,Заканчивается основной период цветения злаков.
22.07.11,Сорняки,Маревые,0.52,Начинается период цветения маревых на территории города и области.
22.07.11,Сорняки,Подорожник,0.52,Продолжается период цветения подорожника.
22.07.11,Сорняки,Крапива,44.72,Продолжается период массового цветения крапивы.
