Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
16.04.12,Лиственные деревья,Береза,242,концентрации крайне высокие
16.04.12,Лиственные деревья,Клен,76,концентрация пыльцы высокая
16.04.12,Лиственные деревья,Вяз,8,
16.04.12,Лиственные деревья,Ясень,13,начало сезона пыления
16.04.12,Лиственные деревья,Ива,271,"сезон пыления продолжается, концентрация пыльцы высокая"
16.04.12,Лиственные деревья,Дуб,12,
12.04.12,Лиственные деревья,Ольха,232,концентрация пыльцы снизилась
12.04.12,Лиственные деревья,Орешник,17,пик пыленеия прошел
12.04.12,Лиственные деревья,Тополь,84,нарастание концентрации
12.04.12,Лиственные деревья,Береза,147,увеличение интенсивности пыления
12.04.12,Лиственные деревья,Клен,62,увеличение интенсивности пыления
12.04.12,Лиственные деревья,Вяз,17,
12.04.12,Лиственные деревья,Ясень,17,
12.04.12,Лиственные деревья,Ива,164,концентрация пыльцы высокая
12.04.12,Лиственные деревья,Дуб,5,
12.04.12,Хвойные деревья,Ель,2,
12.04.12,Хвойные деревья,Сосна,3,
12.04.12,Лиственные деревья,--Название--,0,
12.04.12,Лиственные деревья,--Название--,0,
12.04.12,Лиственные деревья,--Название--,0,
09.04.12,Лиственные деревья,Ольха,455,концентрация высокая
09.04.12,Лиственные деревья,Орешник,21,пик пыления прошел
09.04.12,Лиственные деревья,Тополь,18,концентрация умеренная
09.04.12,Лиственные деревья,Береза,89,начало сезона пыления
09.04.12,Лиственные деревья,Клен,42,концентрация пыльцы умеренная
09.04.12,Лиственные деревья,Вяз,17,концентрация пыльцы умеренная
09.04.12,Лиственные деревья,Ясень,7,начало сезона пыления
09.04.12,Лиственные деревья,Ива,220,концентрация пыльцы высокая
09.04.12,Лиственные деревья,Дуб,7,концентрация пыльцы низкая
09.04.12,Грибы,Кладоспориум,120,спороношение низкое
07.09.08,Лиственные деревья,Ольха,0,
07.09.08,Лиственные деревья,Орешник,0,
07.09.08,Лиственные деревья,Тополь,0,
07.09.08,Лиственные деревья,Береза,0,
07.09.08,Лиственные деревья,Клен,0,
07.09.08,Лиственные деревья,Вяз,0,
07.09.08,Лиственные деревья,Ясень,0,
07.09.08,Лиственные деревья,Ива,0,
07.09.08,Лиственные деревья,Дуб,0,
07.09.08,Лиственные деревья,Липа,0,
07.09.08,Хвойные деревья,Ель,0,
07.09.08,Хвойные деревья,Сосна,0,
07.09.08,Злаки,Злаки,0,
07.09.08,Сорняки,Маревые,0,
07.09.08,Сорняки,Подорожник,0,
07.09.08,Сорняки,Щавель,0,
07.09.08,Сорняки,Крапива,12,незначительное количество
07.09.08,Сорняки,Полынь,128,высокая концентрация
07.09.08,Сорняки,Амброзия,935,концентрация крайне высокая
07.09.08,Грибы,Кладоспориум,2100,интенсивное спороношение
07.09.08,Грибы,Альтернария,370,спороношение умеренное
24.08.08,Лиственные деревья,Ольха,0,
24.08.08,Лиственные деревья,Орешник,0,
24.08.08,Лиственные деревья,Тополь,0,
24.08.08,Лиственные деревья,Береза,0,
24.08.08,Лиственные деревья,Клен,0,
24.08.08,Лиственные деревья,Вяз,0,
24.08.08,Лиственные деревья,Ясень,0,
24.08.08,Лиственные деревья,Ива,0,
24.08.08,Лиственные деревья,Дуб,0,
24.08.08,Лиственные деревья,Липа,0,
24.08.08,Хвойные деревья,Ель,0,
24.08.08,Хвойные деревья,Сосна,0,
24.08.08,Злаки,Злаки,0,
24.08.08,Сорняки,Маревые,48,концентрация умеренная
24.08.08,Сорняки,Подорожник,0,
24.08.08,Сорняки,Щавель,0,
24.08.08,Сорняки,Крапива,0,
24.08.08,Сорняки,Полынь,68,концентрация умеренная
24.08.08,Сорняки,Амброзия,889,концентрация крайне высокая
24.08.08,Грибы,Кладоспориум,2800,интенсивное спороношение
24.08.08,Грибы,Альтернария,260,интенсивное спороношение
11.08.08,Лиственные деревья,Ольха,0,
11.08.08,Лиственные деревья,Орешник,0,
11.08.08,Лиственные деревья,Тополь,0,
11.08.08,Лиственные деревья,Береза,0,
11.08.08,Лиственные деревья,Клен,0,
11.08.08,Лиственные деревья,Вяз,0,
11.08.08,Лиственные деревья,Ясень,0,
11.08.08,Лиственные деревья,Ива,0,
11.08.08,Лиственные деревья,Дуб,0,
11.08.08,Лиственные деревья,Липа,0,
11.08.08,Хвойные деревья,Ель,0,
11.08.08,Хвойные деревья,Сосна,0,
11.08.08,Злаки,Злаки,0,
11.08.08,Сорняки,Маревые,105,концентрация высокая
11.08.08,Сорняки,Подорожник,0,
11.08.08,Сорняки,Щавель,2,единичные пыльцевые зерна
11.08.08,Сорняки,Крапива,0,
11.08.08,Сорняки,Полынь,27,пыление полыней продолжается
11.08.08,Сорняки,Амброзия,255,значительное нарастание концентрации
11.08.08,Грибы,Кладоспориум,480,спороношение интенсивное
11.08.08,Грибы,Альтернария,280,спороношение умеренное
03.08.08,Лиственные деревья,Ольха,0,
03.08.08,Лиственные деревья,Орешник,0,
03.08.08,Лиственные деревья,Тополь,0,
03.08.08,Лиственные деревья,Береза,0,
03.08.08,Лиственные деревья,Клен,0,
03.08.08,Лиственные деревья,Вяз,0,
03.08.08,Лиственные деревья,Ясень,0,
03.08.08,Лиственные деревья,Ива,0,
03.08.08,Лиственные деревья,Дуб,0,
03.08.08,Лиственные деревья,Липа,0,
03.08.08,Хвойные деревья,Ель,0,
03.08.08,Хвойные деревья,Сосна,0,
03.08.08,Злаки,Злаки,0,
03.08.08,Сорняки,Маревые,147,выраженное пыление
03.08.08,Сорняки,Подорожник,0,
03.08.08,Сорняки,Щавель,0,
03.08.08,Сорняки,Крапива,190,выраженное пыление
03.08.08,Сорняки,Полынь,90,значительные концентрации пыльцы
03.08.08,Сорняки,Амброзия,112,значительное нарастание концентрации пыльцы
03.08.08,Грибы,Кладоспориум,940,интенсивное спороношение
03.08.08,Грибы,Альтернария,170,интенсивное спороношение
27.07.08,Лиственные деревья,Ольха,0,
27.07.08,Лиственные деревья,Орешник,0,
27.07.08,Лиственные деревья,Тополь,0,
27.07.08,Лиственные деревья,Береза,0,
27.07.08,Лиственные деревья,Клен,0,
27.07.08,Лиственные деревья,Вяз,0,
27.07.08,Лиственные деревья,Ясень,0,
27.07.08,Лиственные деревья,Ива,0,
27.07.08,Лиственные деревья,Дуб,0,
27.07.08,Лиственные деревья,Липа,0,
27.07.08,Хвойные деревья,Ель,0,
27.07.08,Хвойные деревья,Сосна,0,
27.07.08,Злаки,Злаки,0,
27.07.08,Сорняки,Маревые,26,концентрация умеренная
27.07.08,Сорняки,Подорожник,0,
27.07.08,Сорняки,Щавель,2,единичные пыльцевые зерна
27.07.08,Сорняки,Крапива,410,концентрация высокая
27.07.08,Сорняки,Полынь,29,нарастание концентрации
27.07.08,Сорняки,Амброзия,54,значительное увеличение концентрации
27.07.08,Грибы,Кладоспориум,1050,интенсивное спороношение
27.07.08,Грибы,Альтернария,290,интенсивное спороношение
18.07.08,Лиственные деревья,Ольха,0,
18.07.08,Лиственные деревья,Орешник,0,
18.07.08,Лиственные деревья,Тополь,0,
18.07.08,Лиственные деревья,Береза,0,
18.07.08,Лиственные деревья,Клен,0,
18.07.08,Лиственные деревья,Вяз,0,
18.07.08,Лиственные деревья,Ясень,0,
18.07.08,Лиственные деревья,Ива,0,
18.07.08,Лиственные деревья,Дуб,0,
18.07.08,Лиственные деревья,Липа,0,
18.07.08,Хвойные деревья,Ель,0,
18.07.08,Хвойные деревья,Сосна,0,
18.07.08,Злаки,Злаки,0,
18.07.08,Сорняки,Маревые,12,пыление продолжается
18.07.08,Сорняки,Подорожник,0,
18.07.08,Сорняки,Щавель,0,
18.07.08,Сорняки,Крапива,150,период активного пыления
18.07.08,Сорняки,Полынь,7,начало сезона пыления
18.07.08,Сорняки,Амброзия,5,начало сезона пыления
18.07.08,Грибы,Кладоспориум,3400,интенсивное спороношение
18.07.08,Грибы,Альтернария,390,интенсивное спороношение
07.07.08,Лиственные деревья,Ольха,0,
07.07.08,Лиственные деревья,Орешник,0,
07.07.08,Лиственные деревья,Тополь,0,
07.07.08,Лиственные деревья,Береза,0,
07.07.08,Лиственные деревья,Клен,0,
07.07.08,Лиственные деревья,Вяз,0,
07.07.08,Лиственные деревья,Ясень,0,
07.07.08,Лиственные деревья,Ива,0,
07.07.08,Лиственные деревья,Дуб,0,
07.07.08,Лиственные деревья,Липа,0,
07.07.08,Хвойные деревья,Ель,0,
07.07.08,Хвойные деревья,Сосна,0,
07.07.08,Злаки,Злаки,7,пыление завершается
07.07.08,Сорняки,Маревые,6,незначительные концентрации
07.07.08,Сорняки,Подорожник,0,
07.07.08,Сорняки,Щавель,0,
07.07.08,Сорняки,Крапива,68,умеренное пыление
07.07.08,Сорняки,Полынь,0,
07.07.08,Сорняки,Амброзия,0,
07.07.08,Грибы,Кладоспориум,2800,выраженное спороношение
07.07.08,Грибы,Альтернария,490,выраженное спороношение
24.06.08,Лиственные деревья,Ольха,0,
24.06.08,Лиственные деревья,Орешник,0,
24.06.08,Лиственные деревья,Тополь,0,
24.06.08,Лиственные деревья,Береза,0,
24.06.08,Лиственные деревья,Клен,0,
24.06.08,Лиственные деревья,Вяз,0,
24.06.08,Лиственные деревья,Ясень,0,
24.06.08,Лиственные деревья,Ива,0,
24.06.08,Лиственные деревья,Дуб,0,
24.06.08,Лиственные деревья,Липа,0,
24.06.08,Хвойные деревья,Ель,0,
24.06.08,Хвойные деревья,Сосна,0,
24.06.08,Злаки,Злаки,24,пыление постепенно заканчивается
24.06.08,Сорняки,Маревые,2,начало сезона пыления
24.06.08,Сорняки,Подорожник,0,
24.06.08,Сорняки,Щавель,4,незначительные концентрации
24.06.08,Сорняки,Крапива,9,незначительные концентрации
24.06.08,Сорняки,Полынь,0,
24.06.08,Сорняки,Амброзия,0,
24.06.08,Грибы,Кладоспориум,2010,содержание спор высокое
24.06.08,Грибы,Альтернария,450,спороношение умеренное
09.06.08,Лиственные деревья,Ольха,0,
09.06.08,Лиственные деревья,Орешник,0,
09.06.08,Лиственные деревья,Тополь,0,
09.06.08,Лиственные деревья,Береза,0,
09.06.08,Лиственные деревья,Клен,0,
09.06.08,Лиственные деревья,Вяз,0,
09.06.08,Лиственные деревья,Ясень,0,
09.06.08,Лиственные деревья,Ива,0,
09.06.08,Лиственные деревья,Дуб,0,
09.06.08,Лиственные деревья,Липа,35,выраженное пыление
09.06.08,Хвойные деревья,Ель,58,значительные концентрации
09.06.08,Хвойные деревья,Сосна,0,
09.06.08,Злаки,Злаки,59,высокие концентрации
09.06.08,Сорняки,Маревые,0,
09.06.08,Сорняки,Подорожник,15,незначительное пыление
09.06.08,Сорняки,Щавель,0,
09.06.08,Сорняки,Крапива,29,пыление умеренное
09.06.08,Сорняки,Полынь,0,
09.06.08,Сорняки,Амброзия,0,
09.06.08,Грибы,Кладоспориум,350,значительное спороношение
09.06.08,Грибы,Альтернария,0,
22.05.08,Лиственные деревья,Ольха,0,
22.05.08,Лиственные деревья,Орешник,0,
22.05.08,Лиственные деревья,Тополь,0,
22.05.08,Лиственные деревья,Береза,0,
22.05.08,Лиственные деревья,Клен,0,
22.05.08,Лиственные деревья,Вяз,0,
22.05.08,Лиственные деревья,Ясень,0,
22.05.08,Лиственные деревья,Ива,0,
22.05.08,Лиственные деревья,Дуб,0,
22.05.08,Лиственные деревья,Липа,0,
22.05.08,Хвойные деревья,Ель,0,
22.05.08,Хвойные деревья,Сосна,12,пыление практически закончилось
22.05.08,Сорняки,Маревые,0,
22.05.08,Сорняки,Подорожник,85,выраженное пыление
22.05.08,Сорняки,Щавель,0,
22.05.08,Сорняки,Крапива,36,пыление умеренное
22.05.08,Сорняки,Полынь,0,
22.05.08,Сорняки,Амброзия,0,
22.05.08,Грибы,Кладоспориум,450,умеренное спороношение
22.05.08,Грибы,Альтернария,280,умеренное спороношение
22.05.08,Злаки,Злаки,248,концентрации крайне высокие
10.05.08,Лиственные деревья,Ольха,0,
10.05.08,Лиственные деревья,Орешник,0,
10.05.08,Лиственные деревья,Тополь,0,
10.05.08,Лиственные деревья,Береза,12,концентрация незначительная
10.05.08,Лиственные деревья,Клен,0,
10.05.08,Лиственные деревья,Вяз,0,
10.05.08,Лиственные деревья,Ясень,0,
10.05.08,Лиственные деревья,Ива,2,единичные пыльцевые зерна
10.05.08,Лиственные деревья,Дуб,0,
10.05.08,Лиственные деревья,Липа,0,
10.05.08,Хвойные деревья,Ель,27,умеренное пыление
10.05.08,Хвойные деревья,Сосна,14,умеренное пыление
10.05.08,Злаки,Злаки,17,нарастание концентрации
10.05.08,Сорняки,Маревые,0,
10.05.08,Сорняки,Подорожник,0,
10.05.08,Сорняки,Щавель,0,
10.05.08,Сорняки,Крапива,47,период умеренного пыление
10.05.08,Сорняки,Полынь,0,
10.05.08,Сорняки,Амброзия,0,
10.05.08,Грибы,Кладоспориум,450,спороношение выраженное
10.05.08,Грибы,Альтернария,80,умеренное спороношение
28.04.08,Лиственные деревья,Ольха,0,
28.04.08,Лиственные деревья,Орешник,0,
28.04.08,Лиственные деревья,Тополь,0,
28.04.08,Лиственные деревья,Береза,124,концентрация значительно снизилась
28.04.08,Лиственные деревья,Клен,34,незначительные концентрации
28.04.08,Лиственные деревья,Вяз,7,незначительные концентрации
28.04.08,Лиственные деревья,Ясень,15,незначительные концентрации
28.04.08,Лиственные деревья,Ива,2,
28.04.08,Лиственные деревья,Дуб,7,
28.04.08,Лиственные деревья,Липа,0,
28.04.08,Хвойные деревья,Ель,0,
28.04.08,Хвойные деревья,Сосна,8,начало пыления
28.04.08,Злаки,Злаки,6,начало пыления
28.04.08,Сорняки,Маревые,0,
28.04.08,Сорняки,Подорожник,0,
28.04.08,Сорняки,Щавель,0,
28.04.08,Сорняки,Крапива,0,
28.04.08,Сорняки,Полынь,0,
28.04.08,Сорняки,Амброзия,0,
28.04.08,Грибы,Кладоспориум,345,спороношение умеренное
28.04.08,Грибы,Альтернария,59,незначительное спороношение
21.04.08,Лиственные деревья,Ольха,0,
21.04.08,Лиственные деревья,Орешник,12,незначительная концентрация
21.04.08,Лиственные деревья,Тополь,35,умеренное пыление
21.04.08,Лиственные деревья,Береза,370,концентрация снижается
21.04.08,Лиственные деревья,Клен,59,умеренное пыление
21.04.08,Лиственные деревья,Вяз,0,
21.04.08,Лиственные деревья,Ясень,0,
21.04.08,Лиственные деревья,Ива,0,
21.04.08,Лиственные деревья,Дуб,46,умеренное пыление
21.04.08,Лиственные деревья,Липа,0,
21.04.08,Хвойные деревья,Ель,7,незначительные концентрации
21.04.08,Хвойные деревья,Сосна,0,
21.04.08,Злаки,Злаки,0,
21.04.08,Сорняки,Маревые,0,
21.04.08,Сорняки,Подорожник,0,
21.04.08,Сорняки,Щавель,0,
21.04.08,Сорняки,Крапива,0,
21.04.08,Сорняки,Полынь,0,
21.04.08,Сорняки,Амброзия,0,
21.04.08,Грибы,Кладоспориум,479,выраженное спороношение
21.04.08,Грибы,Альтернария,220,умеренное спороношение
14.04.08,Лиственные деревья,Ольха,0,
14.04.08,Лиственные деревья,Орешник,77,сохраняются высокие концентрации
14.04.08,Лиственные деревья,Тополь,37,пыление заканчивается
14.04.08,Лиственные деревья,Береза,480,выраженное пыление
14.04.08,Лиственные деревья,Клен,29,пыление умеренное
14.04.08,Лиственные деревья,Вяз,0,
14.04.08,Лиственные деревья,Ясень,120,выраженное пыление
14.04.08,Лиственные деревья,Ива,118,выраженное пыление
14.04.08,Лиственные деревья,Дуб,7,незначительные концентрации
14.04.08,Лиственные деревья,Липа,0,
14.04.08,Хвойные деревья,Ель,0,
14.04.08,Хвойные деревья,Сосна,0,
14.04.08,Злаки,Злаки,0,
14.04.08,Сорняки,Маревые,0,
14.04.08,Сорняки,Подорожник,0,
14.04.08,Сорняки,Щавель,0,
14.04.08,Сорняки,Крапива,0,
14.04.08,Сорняки,Полынь,0,
14.04.08,Сорняки,Амброзия,0,
14.04.08,Грибы,Кладоспориум,998,выраженное спороношение
14.04.08,Грибы,Альтернария,67,умеренные концентрации
06.04.08,Лиственные деревья,Ольха,67,пыление заканчивается
06.04.08,Лиственные деревья,Орешник,54,пыление практически закончилось
06.04.08,Лиственные деревья,Тополь,31,концентрация умеренная
06.04.08,Лиственные деревья,Береза,15,концентрация незначительная
06.04.08,Лиственные деревья,Клен,42,концентрация умеренная
06.04.08,Лиственные деревья,Вяз,0,
06.04.08,Лиственные деревья,Ясень,16,незначительная концентрация
06.04.08,Лиственные деревья,Ива,0,
06.04.08,Лиственные деревья,Дуб,52,умеренная концентрация
06.04.08,Лиственные деревья,Липа,0,
06.04.08,Хвойные деревья,Ель,0,
06.04.08,Хвойные деревья,Сосна,0,
06.04.08,Злаки,Злаки,0,
06.04.08,Сорняки,Маревые,0,
06.04.08,Сорняки,Подорожник,0,
06.04.08,Сорняки,Щавель,0,
06.04.08,Сорняки,Крапива,0,
06.04.08,Сорняки,Полынь,0,
06.04.08,Сорняки,Амброзия,0,
06.04.08,Грибы,Кладоспориум,69,слабое спороношение
06.04.08,Грибы,Альтернария,13,следовая концентрация
22.09.07,Лиственные деревья,Ольха,0,
22.09.07,Лиственные деревья,Орешник,0,
22.09.07,Лиственные деревья,Тополь,0,
22.09.07,Лиственные деревья,Береза,0,
22.09.07,Лиственные деревья,Клен,0,
22.09.07,Лиственные деревья,Вяз,0,
22.09.07,Лиственные деревья,Ясень,0,
22.09.07,Лиственные деревья,Ива,0,
22.09.07,Лиственные деревья,Дуб,0,
22.09.07,Лиственные деревья,Липа,0,
22.09.07,Хвойные деревья,Ель,0,
22.09.07,Хвойные деревья,Сосна,0,
22.09.07,Злаки,Злаки,0,
22.09.07,Сорняки,Маревые,34,незначительная концентрация
22.09.07,Сорняки,Подорожник,0,
22.09.07,Сорняки,Щавель,0,
22.09.07,Сорняки,Крапива,0,
22.09.07,Сорняки,Полынь,240,высокая концентрация
22.09.07,Сорняки,Амброзия,128,концентрация постепенно снижается
22.09.07,Грибы,Кладоспориум,1789,значительное спороношение
22.09.07,Грибы,Альтернария,390,значительное спороношение
15.09.07,Лиственные деревья,Ольха,0,
15.09.07,Лиственные деревья,Орешник,0,
15.09.07,Лиственные деревья,Тополь,0,
15.09.07,Лиственные деревья,Береза,0,
15.09.07,Лиственные деревья,Клен,0,
15.09.07,Лиственные деревья,Вяз,0,
15.09.07,Лиственные деревья,Ясень,0,
15.09.07,Лиственные деревья,Ива,0,
15.09.07,Лиственные деревья,Дуб,0,
15.09.07,Лиственные деревья,Липа,0,
15.09.07,Хвойные деревья,Ель,0,
15.09.07,Хвойные деревья,Сосна,0,
15.09.07,Злаки,Злаки,0,
15.09.07,Сорняки,Маревые,0,
15.09.07,Сорняки,Подорожник,0,
15.09.07,Сорняки,Щавель,0,
15.09.07,Сорняки,Крапива,0,
15.09.07,Сорняки,Полынь,127,пыление умеренное
15.09.07,Сорняки,Амброзия,360,концентрация несколько снизилась
15.09.07,Грибы,Кладоспориум,450,выраженное спороношение
15.09.07,Грибы,Альтернария,270,выраженное спороношение
08.09.07,Хвойные деревья,Ель,0,
08.09.07,Хвойные деревья,Сосна,0,
08.09.07,Злаки,Злаки,0,
08.09.07,Сорняки,Маревые,46,концентрация незначительная
08.09.07,Сорняки,Подорожник,0,
08.09.07,Сорняки,Щавель,0,
08.09.07,Сорняки,Крапива,0,
08.09.07,Сорняки,Полынь,98,концентрация высокая
08.09.07,Сорняки,Амброзия,687,крайне высокие концентрации
08.09.07,Грибы,Кладоспориум,980,выраженное спороношение
08.09.07,Грибы,Альтернария,450,выраженное спороношение
08.09.07,Лиственные деревья,Ольха,0,
08.09.07,Лиственные деревья,Орешник,0,
08.09.07,Лиственные деревья,Тополь,0,
08.09.07,Лиственные деревья,Береза,0,
08.09.07,Лиственные деревья,Клен,0,
08.09.07,Лиственные деревья,Вяз,0,
08.09.07,Лиственные деревья,Ясень,0,
08.09.07,Лиственные деревья,Ива,0,
08.09.07,Лиственные деревья,Дуб,0,
08.09.07,Лиственные деревья,Липа,0,
25.08.07,Лиственные деревья,Ольха,0,
25.08.07,Лиственные деревья,Орешник,0,
25.08.07,Лиственные деревья,Тополь,0,
25.08.07,Лиственные деревья,Береза,0,
25.08.07,Лиственные деревья,Клен,0,
25.08.07,Лиственные деревья,Вяз,0,
25.08.07,Лиственные деревья,Ясень,0,
25.08.07,Лиственные деревья,Ива,0,
25.08.07,Лиственные деревья,Дуб,0,
25.08.07,Лиственные деревья,Липа,0,
25.08.07,Хвойные деревья,Ель,0,
25.08.07,Хвойные деревья,Сосна,0,
25.08.07,Злаки,Злаки,0,
25.08.07,Сорняки,Маревые,24,концентрация невысокая
25.08.07,Сорняки,Подорожник,0,
25.08.07,Сорняки,Щавель,0,
25.08.07,Сорняки,Крапива,0,
25.08.07,Сорняки,Полынь,88,концентрация умеренная
25.08.07,Сорняки,Амброзия,486,крайне высокая концентрация
25.08.07,Грибы,Кладоспориум,2100,значительное спороношение
25.08.07,Грибы,Альтернария,450,значительное спороношение
18.08.07,Лиственные деревья,Ольха,0,
18.08.07,Лиственные деревья,Орешник,0,
18.08.07,Лиственные деревья,Тополь,0,
18.08.07,Лиственные деревья,Береза,0,
18.08.07,Лиственные деревья,Клен,0,
18.08.07,Лиственные деревья,Вяз,0,
18.08.07,Лиственные деревья,Ясень,0,
18.08.07,Лиственные деревья,Ива,0,
18.08.07,Лиственные деревья,Дуб,0,
18.08.07,Лиственные деревья,Липа,0,
18.08.07,Хвойные деревья,Ель,0,
18.08.07,Хвойные деревья,Сосна,0,
18.08.07,Злаки,Злаки,0,
18.08.07,Сорняки,Маревые,293,концентрация крайне высокая
18.08.07,Сорняки,Подорожник,0,
18.08.07,Сорняки,Щавель,0,
18.08.07,Сорняки,Крапива,0,
18.08.07,Сорняки,Полынь,128,концентрация высокая
18.08.07,Сорняки,Амброзия,277,концентрация крайне высокая
18.08.07,Грибы,Кладоспориум,2500,значительное спороношение
18.08.07,Грибы,Альтернария,1020,значительное спороношение
10.08.07,Лиственные деревья,Ольха,0,
10.08.07,Лиственные деревья,Орешник,0,
10.08.07,Лиственные деревья,Тополь,0,
10.08.07,Лиственные деревья,Береза,0,
10.08.07,Лиственные деревья,Клен,0,
10.08.07,Лиственные деревья,Вяз,0,
10.08.07,Лиственные деревья,Ясень,0,
10.08.07,Лиственные деревья,Ива,0,
10.08.07,Лиственные деревья,Дуб,0,
10.08.07,Лиственные деревья,Липа,0,
10.08.07,Хвойные деревья,Ель,0,
10.08.07,Хвойные деревья,Сосна,0,
10.08.07,Злаки,Злаки,0,
10.08.07,Сорняки,Маревые,109,концентрация высокая
10.08.07,Сорняки,Подорожник,0,
10.08.07,Сорняки,Щавель,0,
10.08.07,Сорняки,Крапива,120,концентрация высокая
10.08.07,Сорняки,Полынь,0,
10.08.07,Сорняки,Амброзия,79,повышение концентрации
10.08.07,Грибы,Кладоспориум,2500,выраженное спороношение
10.08.07,Грибы,Альтернария,570,выраженное спороношение
03.08.07,Лиственные деревья,Ольха,0,
03.08.07,Лиственные деревья,Орешник,0,
03.08.07,Лиственные деревья,Тополь,0,
03.08.07,Лиственные деревья,Береза,0,
03.08.07,Лиственные деревья,Клен,0,
03.08.07,Лиственные деревья,Вяз,0,
03.08.07,Лиственные деревья,Ясень,0,
03.08.07,Лиственные деревья,Ива,0,
03.08.07,Лиственные деревья,Дуб,0,
03.08.07,Лиственные деревья,Липа,0,
03.08.07,Хвойные деревья,Ель,0,
03.08.07,Хвойные деревья,Сосна,0,
03.08.07,Злаки,Злаки,5,концентрация низкая
03.08.07,Сорняки,Маревые,87,резкое нарастание концентрации
03.08.07,Сорняки,Подорожник,0,
03.08.07,Сорняки,Щавель,0,
03.08.07,Сорняки,Крапива,120,концентрация умеренная
03.08.07,Сорняки,Полынь,48,умеренная концентрация
03.08.07,Сорняки,Амброзия,58,нарастание концентрации
03.08.07,Грибы,Кладоспориум,1800,выраженное спороношение
03.08.07,Грибы,Альтернария,480,выраженное спороношение
25.07.07,Лиственные деревья,Ольха,0,
25.07.07,Лиственные деревья,Орешник,0,
25.07.07,Лиственные деревья,Тополь,0,
25.07.07,Лиственные деревья,Береза,0,
25.07.07,Лиственные деревья,Клен,0,
25.07.07,Лиственные деревья,Вяз,0,
25.07.07,Лиственные деревья,Ясень,0,
