Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
04.06.12,Злаки,Злаки,10,Увеличение интенсивности пыления
04.06.12,Грибы,Кладоспориум,192,Увеличение интенсивности спороношения
04.06.12,Грибы,Альтернария,168,Увеличение интенсивности спороношения
03.06.12,Лиственные деревья,Береза,4,Слабое пыление
03.06.12,Хвойные деревья,Ель,0,
03.06.12,Хвойные деревья,Сосна,1,Единичные пыльцевые зерна
03.06.12,Злаки,Злаки,4,Слабое пыление
03.06.12,Сорняки,Щавель,0,
03.06.12,Грибы,Кладоспориум,42,Слабое спороношение
03.06.12,Грибы,Альтернария,28,Слабое спороношение
02.06.12,Лиственные деревья,Береза,2,Слабое пыление
02.06.12,Хвойные деревья,Ель,0,
02.06.12,Хвойные деревья,Сосна,0,
02.06.12,Злаки,Злаки,1,Единичные пыльцевые зерна
02.06.12,Сорняки,Щавель,2,Слабое пыление
02.06.12,Грибы,Кладоспориум,14,Слабое спороношение
02.06.12,Грибы,Альтернария,14,Слабое спороношение
01.06.12,Лиственные деревья,Береза,4,
01.06.12,Хвойные деревья,Ель,1,
01.06.12,Хвойные деревья,Сосна,15,
01.06.12,Злаки,Злаки,10,
01.06.12,Сорняки,Щавель,2,
01.06.12,Грибы,Кладоспориум,70,
01.06.12,Грибы,Альтернария,28,
31.08.11,Сорняки,Крапива,3,Пыление заканчивается
31.08.11,Сорняки,Полынь,5,Пыление заканчивается
31.08.11,Сорняки,Амброзия,5,Слабое пыление
31.08.11,Грибы,Кладоспориум,392,Умеренное спороношение
31.08.11,Грибы,Альтернария,420,Умеренное спороношение
30.08.11,Сорняки,Крапива,5,Пыление заканчивается
30.08.11,Сорняки,Полынь,10,Пыление продолжается
30.08.11,Сорняки,Амброзия,2,Начало пыления
30.08.11,Грибы,Кладоспориум,798,Увеличение интенсивности спороношения
30.08.11,Грибы,Альтернария,496,Увеличение интенсивности спороношения
29.08.11,Сорняки,Крапива,3,Пыление заканчивается
29.08.11,Сорняки,Полынь,9,Пыление продолжается
29.08.11,Сорняки,Амброзия,2,Начало пыления
29.08.11,Грибы,Кладоспориум,420,Умеренное спороношение
29.08.11,Грибы,Альтернария,392,Умеренное спороношение
28.08.11,Сорняки,Крапива,4,Пыление заканчивается
28.08.11,Сорняки,Полынь,6,Пыление продолжается
28.08.11,Сорняки,Амброзия,1,Начало пыления
28.08.11,Грибы,Кладоспориум,348,Умеренное спороношение
28.08.11,Грибы,Альтернария,392,Умеренное спороношение
27.08.11,Сорняки,Крапива,4,Пыление заканчивается
27.08.11,Сорняки,Полынь,9,Пыление продолжается
27.08.11,Сорняки,Амброзия,1,Начало пыления
27.08.11,Грибы,Кладоспориум,348,Умеренное спороношение
27.08.11,Грибы,Альтернария,322,Умеренное спороношение
26.08.11,Злаки,Злаки,1,Единичные пыльцевые зерна
26.08.11,Сорняки,Щавель,1,Единичные пыльцевые зерна
26.08.11,Сорняки,Крапива,2,Пыление заканчивается
26.08.11,Сорняки,Полынь,5,Пыление продолжается
26.08.11,Сорняки,Амброзия,1,Начало пыления
26.08.11,Грибы,Кладоспориум,266,Умеренное спороношение
26.08.11,Грибы,Альтернария,294,Умеренное спороношение
25.08.11,Сорняки,Крапива,3,Пыление заканчивается
25.08.11,Сорняки,Полынь,7,Пыление продолжается
25.08.11,Грибы,Кладоспориум,196,Слабое спороношение
25.08.11,Грибы,Альтернария,112,Слабое спороношение
24.08.11,Сорняки,Крапива,1,Пыление заканчивается
24.08.11,Сорняки,Полынь,12,Основной период пыления
24.08.11,Грибы,Кладоспориум,126,Слабое спороношение
24.08.11,Грибы,Альтернария,84,Слабое спороношение
23.08.11,Сорняки,Полынь,3,Слабое пыление
23.08.11,Грибы,Кладоспориум,56,Слабое спороношение
23.08.11,Грибы,Альтернария,14,Слабое спороношение
22.08.11,Сорняки,Крапива,4,Пыление заканчивается
22.08.11,Сорняки,Полынь,19,Возобновление пыления
22.08.11,Сорняки,Амброзия,1,Возобновление пыления
22.08.11,Грибы,Кладоспориум,476,Умеренное спороношение
22.08.11,Грибы,Альтернария,196,Умеренное спороношение
21.08.11,Сорняки,Крапива,2,Пыление заканчивается
21.08.11,Сорняки,Полынь,3,Уменьшение интенсивности пыления вследствие дождливой погоды
21.08.11,Грибы,Кладоспориум,168,Уменьшение интенсивности спороношения вследствие дождливой погоды
21.08.11,Грибы,Альтернария,98,Уменьшение интенсивности спороношения вследствие дождливой погоды
20.08.11,Сорняки,Крапива,5,Пыление заканчивается
20.08.11,Сорняки,Полынь,18,Умеренное пыление
20.08.11,Грибы,Кладоспориум,420,Умеренное спороношение
20.08.11,Грибы,Альтернария,336,Умеренное спороношение
19.08.11,Злаки,Злаки,2,Единичные пыльцевые зерна
19.08.11,Сорняки,Крапива,3,Пыление заканчивается
19.08.11,Сорняки,Полынь,16,Уменьшение интенсивности пыления вследствие дождливой погоды
19.08.11,Грибы,Кладоспориум,252,Умеренное спороношение
19.08.11,Грибы,Альтернария,210,Увеличение интенсивности спороношения
18.08.11,Сорняки,Крапива,8,Слабое пыление
18.08.11,Сорняки,Полынь,26,Уменьшение интенсивности пыления вследствие дождливой погоды
18.08.11,Грибы,Кладоспориум,348,Умеренное спороношение
18.08.11,Грибы,Альтернария,168,Увеличение интенсивности спороношения
17.08.11,Сорняки,Крапива,7,Уменьшение интенсивности пыления
17.08.11,Сорняки,Полынь,42,Увеличение интенсивности пыления
17.08.11,Сорняки,Амброзия,1,Единичные пыльцевые зерна
17.08.11,Грибы,Кладоспориум,490,Увеличение интенсивности спороношения
17.08.11,Грибы,Альтернария,112,Умеренное спороношение
16.08.11,Сорняки,Маревые,1,Единичные пыльцевые зерна
16.08.11,Сорняки,Крапива,9,Уменьшение интенсивности пыления
16.08.11,Сорняки,Полынь,39,Увеличение интенсивности пыления
16.08.11,Грибы,Кладоспориум,294,Увеличение интенсивности спороношения
16.08.11,Грибы,Альтернария,126,Умеренное спороношение
15.08.11,Злаки,Злаки,1,Пыление закончено
15.08.11,Сорняки,Маревые,2,Пыление завершается
15.08.11,Сорняки,Подорожник,1,Пыление закончено
15.08.11,Сорняки,Крапива,12,Пыление продолжается
15.08.11,Сорняки,Полынь,25,Усиление пыления
15.08.11,Грибы,Кладоспориум,224,Умеренное спороношение
15.08.11,Грибы,Альтернария,94,Умеренное спороношение
14.08.11,Сорняки,Маревые,1,Единичные пыльцевые зерна. Основной период цветения заканчивается
14.08.11,Сорняки,Крапива,8,Уменьшение пыления
14.08.11,Сорняки,Полынь,18,Продолжается основной период цветения. Пыление будет усиливаться
14.08.11,Грибы,Кладоспориум,154,Неактивное спороношение
14.08.11,Грибы,Альтернария,84,Спороношение усиливается
12.08.11,Злаки,Злаки,1,Определяются единичные пыльцевые зерна. Пыление закончено
12.08.11,Сорняки,Крапива,10,Пыление уменьшается
12.08.11,Сорняки,Полынь,11,Продолжается основной период пыления
12.08.11,Грибы,Кладоспориум,240,Спороношение умеренной интенсивности
12.08.11,Грибы,Альтернария,56,Слабое спороношение
11.08.11,Сорняки,Маревые,2,Пыление заканчивается
11.08.11,Сорняки,Крапива,15,Уменьшение интенсивности пыления
11.08.11,Сорняки,Полынь,21,Продолжается основной период цветения
11.08.11,Грибы,Кладоспориум,378,Умеренное спороношение
11.08.11,Грибы,Альтернария,28,Спороношение слабое
10.08.11,Сорняки,Маревые,6,Пыление слабое
10.08.11,Сорняки,Крапива,21,Основной период пвления
10.08.11,Сорняки,Полынь,23,Основной период пвления
10.08.11,Грибы,Кладоспориум,406,Умеренное спороношение
10.08.11,Грибы,Альтернария,46,Слабое спороношение
09.08.11,Сорняки,Маревые,2,Пыление слабое
09.08.11,Сорняки,Крапива,13,Основной период пвления
09.08.11,Сорняки,Полынь,15,Основной период пвления
09.08.11,Грибы,Кладоспориум,238,Умеренное спороношение
09.08.11,Грибы,Альтернария,42,Слабое спороношение
08.08.11,Сорняки,Маревые,3,Пыление слабое
08.08.11,Сорняки,Крапива,28,Пыление усилилось
08.08.11,Сорняки,Полынь,17,Основной период пвления
08.08.11,Грибы,Кладоспориум,392,Спороношение продолжает усиливаться
08.08.11,Грибы,Альтернария,56,Спороношение на прежнем уровне
07.08.11,Злаки,Злаки,1,Пыление закончено
07.08.11,Сорняки,Маревые,2,Уменьшение пыления
07.08.11,Сорняки,Крапива,20,Основной период пыления
07.08.11,Сорняки,Полынь,16,Пыление усиливается
07.08.11,Грибы,Кладоспориум,226,Усиление спороношения
07.08.11,Грибы,Альтернария,70,Спороношение на прежнем уровне
06.08.11,Сорняки,Маревые,5,Пыление продолжается
06.08.11,Сорняки,Щавель,1,Пыление закончено
06.08.11,Сорняки,Крапива,19,Продолжается основной период пыления
06.08.11,Сорняки,Полынь,13,"Основной период пыления, возможно усиление пыления"
06.08.11,Грибы,Кладоспориум,196,Усиление спороношения
06.08.11,Грибы,Альтернария,84,Усиление спороношения
05.08.11,Сорняки,Маревые,8,Увеличение интенсивности пыления
05.08.11,Сорняки,Подорожник,1,Пыление закончено
05.08.11,Сорняки,Крапива,16,Увеличение интенсивности пыления
05.08.11,Сорняки,Полынь,8,Увеличение интенсивности пыления
05.08.11,Грибы,Кладоспориум,154,Волнообразное изменение интенсивности
05.08.11,Грибы,Альтернария,56,Волнообразное изменение интенсивности
04.08.11,Сорняки,Маревые,2,Слабое пыление
04.08.11,Сорняки,Крапива,12,Увеличение интенсивности пыления
04.08.11,Сорняки,Полынь,4,Слабое пыление
04.08.11,Грибы,Кладоспориум,70,Волнообразное изменение интенсивности
04.08.11,Грибы,Альтернария,42,Волнообразное изменение интенсивности
03.08.11,Сорняки,Маревые,3,Слабое пыление
03.08.11,Сорняки,Крапива,5,Снижение интенсивности пыления
03.08.11,Грибы,Кладоспориум,84,Снижение интенсивности спороношения
03.08.11,Грибы,Альтернария,14,Снижение интенсивности спороношения
02.08.11,Сорняки,Маревые,5,Слабое пыление
02.08.11,Сорняки,Подорожник,3,Пыление заканчивается
02.08.11,Сорняки,Крапива,14,Продолжается основной период пыления
02.08.11,Сорняки,Полынь,6,Слабое пыление
02.08.11,Грибы,Кладоспориум,224,Волнообразное изменение интенсивности
02.08.11,Грибы,Альтернария,70,Волнообразное изменение интенсивности
01.08.11,Злаки,Злаки,1,Пыление заканчивается
01.08.11,Сорняки,Маревые,4,Слабое пыление
01.08.11,Сорняки,Подорожник,2,Пыление заканчивается
01.08.11,Сорняки,Крапива,15,Продолжается основной период пыления
01.08.11,Сорняки,Полынь,5,Слабое пыление
01.08.11,Грибы,Кладоспориум,196,Волнообразное изменение интенсивности
01.08.11,Грибы,Альтернария,56,Волнообразное изменение интенсивности
31.07.11,Сорняки,Маревые,7,Слабое пыление
31.07.11,Сорняки,Подорожник,3,Пыление заканчивается
31.07.11,Сорняки,Щавель,1,Пыление заканчивается
31.07.11,Сорняки,Крапива,30,Продолжается основной период пыления
31.07.11,Сорняки,Полынь,11,Слабое пыление
31.07.11,Грибы,Кладоспориум,252,Волнообразное изменение интенсивности
31.07.11,Грибы,Альтернария,98,Волнообразное изменение интенсивности
30.07.11,Злаки,Злаки,3,Пыление заканчивается
30.07.11,Сорняки,Маревые,6,Слабое пыление
30.07.11,Сорняки,Подорожник,2,Пыление заканчивается
30.07.11,Сорняки,Крапива,29,Продолжается основной период пыления
30.07.11,Сорняки,Полынь,9,Слабое пыление
30.07.11,Грибы,Кладоспориум,154,Волнообразное изменение интенсивности
30.07.11,Грибы,Альтернария,118,Волнообразное изменение интенсивности
29.07.11,Злаки,Злаки,7,Пыление заканчивается
29.07.11,Сорняки,Маревые,6,Слабое пыление
29.07.11,Сорняки,Подорожник,4,Пыление заканчивается
29.07.11,Сорняки,Щавель,2,Пыление заканчивается
29.07.11,Сорняки,Крапива,31,Продолжается основной период пыления
29.07.11,Сорняки,Полынь,10,Пыление усиливается. Основной период еще не наступил
29.07.11,Сорняки,Амброзия,1,Елиничные пыльцевые зерна
29.07.11,Грибы,Кладоспориум,180,Спороношение несколько снизилось
29.07.11,Грибы,Альтернария,42,Спороношение несколько уменьшилось
28.07.11,Злаки,Злаки,5,Основной период пыления заканчивается
28.07.11,Сорняки,Маревые,3,Слабое пыление
28.07.11,Сорняки,Подорожник,3,Слабое пыление
28.07.11,Сорняки,Щавель,1,Сохраняется слабое пыление
28.07.11,Сорняки,Крапива,20,Продолжается основной период пыления
28.07.11,Сорняки,Полынь,5,Слабое пыление. Основной период пыления еще не начался
28.07.11,Грибы,Кладоспориум,104,Умеренное спороношение
28.07.11,Грибы,Альтернария,56,Умеренное спороношение
27.07.11,Злаки,Злаки,15,"Основной период пыления подходит к концу, пыление уменьшается"
27.07.11,Сорняки,Маревые,5,Пыление пока слабое
27.07.11,Сорняки,Подорожник,5,Слабое пыление
27.07.11,Сорняки,Щавель,3,Слабое пыление
27.07.11,Сорняки,Крапива,25,Продолжается умеренное пыление
27.07.11,Сорняки,Полынь,8,Пыление слабое. Основной период еще не иначат
27.07.11,Грибы,Кладоспориум,308,Умеренное спороношение
27.07.11,Грибы,Альтернария,84,Умеренное спороношение
26.07.11,Злаки,Злаки,13,Уменьшение пыления
26.07.11,Сорняки,Маревые,8,Основной период пыления еще не начат
26.07.11,Сорняки,Подорожник,4,Сохраняется слабое пыление
26.07.11,Сорняки,Щавель,3,Слабое пыление
26.07.11,Сорняки,Крапива,15,"Продолжается основной период пыления, количество пыльцы увеличивается"
26.07.11,Сорняки,Полынь,5,Пыление слабое. Основной период пыления еще не начат
26.07.11,Грибы,Кладоспориум,238,Умеренное спороношение
26.07.11,Грибы,Альтернария,98,Умеренное спороношение
25.07.11,Сорняки,Маревые,6,Слабое пыление
25.07.11,Сорняки,Подорожник,4,Слабое пыление
25.07.11,Сорняки,Щавель,4,Слабое пыление
25.07.11,Сорняки,Крапива,13,Усиление пыления
25.07.11,Сорняки,Полынь,7,Слабое пыление
25.07.11,Грибы,Кладоспориум,224,Умеренное спороношение
25.07.11,Грибы,Альтернария,98,Спороношение уменьшилось
23.07.11,Злаки,Злаки,28,Продолжается основной период пыления
23.07.11,Сорняки,Маревые,5,Слабое пыление
23.07.11,Сорняки,Подорожник,5,Слабое пыление
23.07.11,Сорняки,Щавель,3,Слабое пыление
23.07.11,Сорняки,Крапива,7,Слабое пыление
23.07.11,Сорняки,Полынь,4,Слабое пыление
23.07.11,Грибы,Кладоспориум,196,Умеренное спороношение
23.07.11,Грибы,Альтернария,110,Умеренное спороношение
22.07.11,Лиственные деревья,Береза,1,Единичные пыльцевые зерна
22.07.11,Злаки,Злаки,43,Основной период пыления
22.07.11,Сорняки,Маревые,4,Слабое пыление
22.07.11,Сорняки,Подорожник,4,Слабое пыление
22.07.11,Сорняки,Щавель,4,Слабое пыление
22.07.11,Сорняки,Крапива,1,Слабое пыление
22.07.11,Сорняки,Полынь,5,Слабое пыление
22.07.11,Грибы,Кладоспориум,140,Уменьшение интенсивности пыления
22.07.11,Грибы,Альтернария,196,Уменьшение интенсивности пыления
20.07.11,Лиственные деревья,Береза,1,Единичные пыльцевые зерна
20.07.11,Хвойные деревья,Ель,1,Единичные пыльцевые зерна
20.07.11,Хвойные деревья,Сосна,1,Единичные пыльцевые зерна
20.07.11,Злаки,Злаки,45,Основной период пыления
20.07.11,Сорняки,Маревые,4,Слабое пыление
20.07.11,Сорняки,Подорожник,4,Слабое пыление
20.07.11,Сорняки,Щавель,5,Слабое пыление
20.07.11,Сорняки,Крапива,5,Слабое пыление
20.07.11,Сорняки,Полынь,4,Слабое пыление
20.07.11,Грибы,Кладоспориум,182,Умеренное спороношение
20.07.11,Грибы,Альтернария,252,Умеренное спороношение
19.07.11,Лиственные деревья,Береза,1,Единичные пыльцевые зерна
19.07.11,Хвойные деревья,Ель,1,Единичные пыльцевые зерна
19.07.11,Хвойные деревья,Сосна,1,Единичные пыльцевые зерна
19.07.11,Злаки,Злаки,44,Основной период пыления
19.07.11,Сорняки,Маревые,5,Слабое пыление
19.07.11,Сорняки,Подорожник,2,Слабое пыление
19.07.11,Сорняки,Щавель,6,Слабое пыление
19.07.11,Сорняки,Крапива,5,Слабое пыление
19.07.11,Сорняки,Полынь,5,Слабое пыление
19.07.11,Грибы,Кладоспориум,210,Умеренное спороношение
19.07.11,Грибы,Альтернария,350,Умеренное спороношение
18.07.11,Лиственные деревья,Береза,2,Единичные пыльцевые зерна
18.07.11,Хвойные деревья,Ель,1,Единичные пыльцевые зерна
18.07.11,Хвойные деревья,Сосна,2,Единичные пыльцевые зерна
18.07.11,Злаки,Злаки,48,Основной период пыления
18.07.11,Сорняки,Маревые,3,Слабое пыление
18.07.11,Сорняки,Подорожник,3,Слабое пыление
18.07.11,Сорняки,Щавель,4,Слабое пыление
18.07.11,Сорняки,Крапива,6,Слабое пыление
18.07.11,Сорняки,Полынь,4,Слабое пыление
18.07.11,Грибы,Кладоспориум,226,Увеличение интенсивности спороношения
18.07.11,Грибы,Альтернария,392,Увеличение интенсивности спороношения
17.07.11,Злаки,Злаки,45,Основной период пыления
17.07.11,Сорняки,Маревые,4,Слабое пыление
17.07.11,Сорняки,Подорожник,2,Слабое пыление
17.07.11,Сорняки,Щавель,5,Слабое пыление
17.07.11,Сорняки,Крапива,9,Слабое пыление
17.07.11,Сорняки,Полынь,4,Слабое пыление
17.07.11,Грибы,Кладоспориум,196,Увеличение интенсивности спороношения
17.07.11,Грибы,Альтернария,280,Увеличение интенсивности спороношения
16.07.11,Злаки,Злаки,38,Основной период пыления
16.07.11,Сорняки,Маревые,7,Слабое пыление
16.07.11,Сорняки,Подорожник,4,Слабое пыление
16.07.11,Сорняки,Щавель,5,Слабое пыление
16.07.11,Сорняки,Крапива,12,Слабое пыление
16.07.11,Сорняки,Полынь,5,Слабое пыление
16.07.11,Грибы,Кладоспориум,98,Слабое спороношение
16.07.11,Грибы,Альтернария,126,Слабое спороношение
15.07.11,Лиственные деревья,Липа,0,Пыление закончено
15.07.11,Злаки,Злаки,40,Увеличение интенсивности пыления
15.07.11,Сорняки,Маревые,8,Слабое пыление
15.07.11,Сорняки,Подорожник,6,Слабое пыление
15.07.11,Сорняки,Щавель,6,Слабое пыление
15.07.11,Сорняки,Крапива,11,Слабое пыление
15.07.11,Сорняки,Полынь,5,Слабое пыление
15.07.11,Грибы,Кладоспориум,126,Слабое спороношение
