Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
27.07.06,Сорняки,Крапива,7,"Продолдается цветение, концентрация низкая"
27.07.06,Сорняки,Полынь,13,"Продолжается цветение, концентрация от низкой до умеренной"
27.07.06,Сорняки,Амброзия,5,"Продолжается цветение, концентрация низкая"
27.07.06,Грибы,Кладоспориум,1653,"Продолжается спорообразование, концентрация высокая"
27.07.06,Грибы,Альтернария,111,"Продолжается спорообразование, концентраиця от низкой до умеренной"
27.07.06,Лиственные деревья,Ольха,0,
27.07.06,Лиственные деревья,Орешник,0,
27.07.06,Лиственные деревья,Тополь,0,
27.07.06,Лиственные деревья,Береза,0,
27.07.06,Лиственные деревья,Клен,0,
27.07.06,Лиственные деревья,Вяз,0,
27.07.06,Лиственные деревья,Ясень,0,
25.07.06,Лиственные деревья,Ольха,0,
25.07.06,Лиственные деревья,Орешник,0,
25.07.06,Лиственные деревья,Тополь,0,
25.07.06,Лиственные деревья,Береза,0,
25.07.06,Лиственные деревья,Клен,0,
25.07.06,Лиственные деревья,Вяз,0,
25.07.06,Лиственные деревья,Ясень,0,
25.07.06,Лиственные деревья,Ива,0,
25.07.06,Лиственные деревья,Дуб,0,
25.07.06,Лиственные деревья,Липа,0,
25.07.06,Хвойные деревья,Ель,0,
25.07.06,Хвойные деревья,Сосна,0,
25.07.06,Злаки,Злаки,4,"Продолжается цветение, концентрация низкая"
25.07.06,Сорняки,Маревые,21,"Продолжается цветение, концентрация низкая"
25.07.06,Сорняки,Подорожник,0,
25.07.06,Сорняки,Щавель,0,
25.07.06,Сорняки,Крапива,20,"Продолжается цветние, концентрация низкая"
25.07.06,Сорняки,Полынь,1,"Продолжается цветние, концентрация низкая"
25.07.06,Сорняки,Амброзия,3,"Продолжается цветение, концентрация низкая"
25.07.06,Грибы,Кладоспориум,2486,"Продолжается спорообразование, концентрация на очень высоком уровне"
25.07.06,Грибы,Альтернария,1070,"Продолжается спрообразование, концентрация высокая"
20.07.06,Лиственные деревья,Ольха,0,
20.07.06,Лиственные деревья,Орешник,0,
20.07.06,Лиственные деревья,Тополь,0,
20.07.06,Лиственные деревья,Береза,0,
20.07.06,Лиственные деревья,Клен,0,
20.07.06,Лиственные деревья,Вяз,0,
20.07.06,Лиственные деревья,Ясень,0,
20.07.06,Лиственные деревья,Ива,0,
20.07.06,Лиственные деревья,Дуб,0,
20.07.06,Лиственные деревья,Липа,0,
20.07.06,Хвойные деревья,Ель,0,
20.07.06,Хвойные деревья,Сосна,0,
20.07.06,Злаки,Злаки,12,"Продолжается цветение, концентрация низкая"
20.07.06,Сорняки,Маревые,44,"Продолжается цветение, концентрация умеренная"
20.07.06,Сорняки,Подорожник,0,
20.07.06,Сорняки,Щавель,0,
20.07.06,Сорняки,Крапива,3,"Продолжается цветение, концентрация низкая"
20.07.06,Сорняки,Полынь,2,"Продолжается цветение, концентрация низкая"
20.07.06,Сорняки,Амброзия,1,"Продолжается цветение, концентрация низкая"
20.07.06,Грибы,Кладоспориум,1000,"Продолжается спорообразование, концентрация от умеренной до высокой"
20.07.06,Грибы,Альтернария,277,"Продолжается спорообразование , концентрация низкая"
17.07.06,Сорняки,Амброзия,2,"Продолжается цветение, концентрация низкая"
17.07.06,Грибы,Кладоспориум,1250,"Продолжается спрообразование, концентрация высокая"
17.07.06,Грибы,Альтернария,250,"Продолжается спрообразование, концентрация низкая"
17.07.06,Лиственные деревья,Ольха,0,
17.07.06,Лиственные деревья,Орешник,0,
17.07.06,Лиственные деревья,Тополь,0,
17.07.06,Лиственные деревья,Береза,0,
17.07.06,Лиственные деревья,Клен,0,
17.07.06,Лиственные деревья,Вяз,0,
17.07.06,Лиственные деревья,Ясень,0,
17.07.06,Лиственные деревья,Ива,0,
17.07.06,Лиственные деревья,Дуб,0,
17.07.06,Лиственные деревья,Липа,0,
17.07.06,Хвойные деревья,Ель,0,
17.07.06,Хвойные деревья,Сосна,1,Эпизодически в воздухе определяются единичные зерна
17.07.06,Злаки,Злаки,1,"Продолжается цветение, концентарция низкая"
17.07.06,Сорняки,Маревые,22,"Продолжается цветение, тенденция к росту концентрации"
17.07.06,Сорняки,Подорожник,0,
17.07.06,Сорняки,Щавель,0,
17.07.06,Сорняки,Крапива,19,"Продолжается цветение, концентрация от низкой до умеренной"
17.07.06,Сорняки,Полынь,2,"Продолжается цветение, концентрация низкая, в ближайшее время возможен рост"
10.07.06,Лиственные деревья,Ольха,0,
10.07.06,Лиственные деревья,Орешник,0,
10.07.06,Лиственные деревья,Тополь,0,
10.07.06,Лиственные деревья,Береза,0,
10.07.06,Лиственные деревья,Клен,0,
10.07.06,Лиственные деревья,Вяз,0,
10.07.06,Лиственные деревья,Ясень,0,
10.07.06,Лиственные деревья,Ива,0,
10.07.06,Лиственные деревья,Дуб,0,
10.07.06,Лиственные деревья,Липа,0,
10.07.06,Хвойные деревья,Ель,0,
10.07.06,Хвойные деревья,Сосна,0,
10.07.06,Злаки,Злаки,2,"Продолжается пыление, концентрация низкая"
10.07.06,Сорняки,Маревые,10,"Продолжается пыление концентрация в настоящее время низкая, ожидается рост"
10.07.06,Сорняки,Подорожник,0,
10.07.06,Сорняки,Щавель,0,
10.07.06,Сорняки,Крапива,11,"Продолжается цветение, концентрация в последние дни заметно снизилась"
10.07.06,Сорняки,Полынь,3,"Начинается цветение, концентрация пока на низком уровне"
10.07.06,Сорняки,Амброзия,1,"Начинается цветение, концентрация низкая"
10.07.06,Грибы,Кладоспориум,1431,"Продолжается спорообразование, концентрация на высоком уровне"
10.07.06,Грибы,Альтернария,14,"Продолжается спрообразование, концентрация от низкой до умеренной"
06.07.06,Лиственные деревья,Ольха,0,
06.07.06,Лиственные деревья,Орешник,0,
06.07.06,Лиственные деревья,Тополь,0,
06.07.06,Лиственные деревья,Береза,0,
06.07.06,Лиственные деревья,Клен,0,
06.07.06,Лиственные деревья,Вяз,0,
06.07.06,Лиственные деревья,Ясень,0,
06.07.06,Лиственные деревья,Ива,0,
06.07.06,Лиственные деревья,Дуб,0,
06.07.06,Лиственные деревья,Липа,0,
06.07.06,Хвойные деревья,Ель,0,
06.07.06,Хвойные деревья,Сосна,0,
06.07.06,Злаки,Злаки,2,"Продолжается цветение, концентрация стабильно низкая"
06.07.06,Сорняки,Маревые,5,"Продолжается цветение, концентрация низкая, в ближайшее время ожидается рост"
06.07.06,Сорняки,Подорожник,1,"Продолжается пыление, концентраиця низкая"
06.07.06,Сорняки,Щавель,0,
06.07.06,Сорняки,Крапива,14,"Продолжается пыление, концентрация от низкой до умеренной"
06.07.06,Сорняки,Полынь,0,
06.07.06,Сорняки,Амброзия,2,"Началось пыление, пока в воздухе определяются лишь единичные зерна"
06.07.06,Грибы,Кладоспориум,1361,"Продолжается спорообразование, концентрация на высоком уровне"
06.07.06,Грибы,Альтернария,125,"Продолжается спорообразование, концентрация низкая"
03.07.06,Лиственные деревья,Ольха,0,
03.07.06,Лиственные деревья,Орешник,0,
03.07.06,Лиственные деревья,Тополь,0,
03.07.06,Лиственные деревья,Береза,0,
03.07.06,Лиственные деревья,Клен,0,
03.07.06,Лиственные деревья,Вяз,0,
03.07.06,Лиственные деревья,Ясень,0,
03.07.06,Лиственные деревья,Ива,0,
03.07.06,Лиственные деревья,Дуб,0,
03.07.06,Лиственные деревья,Липа,0,
03.07.06,Хвойные деревья,Ель,0,
03.07.06,Хвойные деревья,Сосна,0,
03.07.06,Злаки,Злаки,6,"Продолжается цветение, концентрация низкая"
03.07.06,Сорняки,Маревые,4,"Продолжается цветение, концентрация пока низкая"
03.07.06,Сорняки,Подорожник,2,"Продолжается цветение, концентрация низкая"
03.07.06,Сорняки,Щавель,0,
03.07.06,Сорняки,Крапива,39,"Продолжается цветение, концентрация от умеренной до высокой"
03.07.06,Сорняки,Полынь,0,
03.07.06,Сорняки,Амброзия,1,"Начинается пыление, воздухе определяются единичные зерна"
03.07.06,Грибы,Кладоспориум,1695,"Продолжается спорообразование, концентрация высокая"
03.07.06,Грибы,Альтернария,180,"Продолжается спрообразование, концентрация низкая"
29.06.06,Лиственные деревья,Ольха,0,
29.06.06,Лиственные деревья,Орешник,0,
29.06.06,Лиственные деревья,Тополь,0,
29.06.06,Лиственные деревья,Береза,0,
29.06.06,Лиственные деревья,Клен,0,
29.06.06,Лиственные деревья,Вяз,0,
29.06.06,Лиственные деревья,Ясень,0,
29.06.06,Лиственные деревья,Ива,0,
29.06.06,Лиственные деревья,Дуб,0,
29.06.06,Лиственные деревья,Липа,0,
29.06.06,Хвойные деревья,Ель,0,
29.06.06,Хвойные деревья,Сосна,3,"Продолжается цветение, концентрация низкая"
29.06.06,Злаки,Злаки,7,"Продолжается цветение, концентрация низкая, роста в ближайшее время не ожидается"
29.06.06,Сорняки,Маревые,6,"Продолжается пыление, концентрация пока на низком уровне"
29.06.06,Сорняки,Подорожник,0,
29.06.06,Сорняки,Щавель,0,
29.06.06,Сорняки,Крапива,13,"Продолжается пыление ,концентрация несколько выросла в последние дни"
29.06.06,Сорняки,Полынь,0,
29.06.06,Сорняки,Амброзия,0,
29.06.06,Грибы,Кладоспориум,1000,"Продолжается спрообразование, концентарция высокая"
29.06.06,Грибы,Альтернария,13,"Продолжается спорообразование,концентрация низкая"
27.06.06,Лиственные деревья,Ольха,0,
27.06.06,Лиственные деревья,Орешник,0,
27.06.06,Лиственные деревья,Тополь,0,
27.06.06,Лиственные деревья,Береза,0,
27.06.06,Лиственные деревья,Клен,0,
27.06.06,Лиственные деревья,Вяз,0,
27.06.06,Лиственные деревья,Ясень,0,
27.06.06,Лиственные деревья,Ива,0,
27.06.06,Лиственные деревья,Дуб,0,
27.06.06,Лиственные деревья,Липа,0,
27.06.06,Хвойные деревья,Ель,0,
27.06.06,Хвойные деревья,Сосна,0,
27.06.06,Злаки,Злаки,2,"Концентарция низкая, продолжается цветение"
27.06.06,Сорняки,Маревые,5,"Концентрация низкая, ожидается рост в ближайшее время"
27.06.06,Сорняки,Подорожник,0,
27.06.06,Сорняки,Щавель,0,
27.06.06,Сорняки,Крапива,4,"Концентарция низкая, возможен рост"
27.06.06,Сорняки,Полынь,0,
27.06.06,Сорняки,Амброзия,0,
27.06.06,Грибы,Кладоспориум,1250,"Продолжается спорообразование, концентрация от умеренной до высокой"
27.06.06,Грибы,Альтернария,47,"Продолжается спорообразование, концентраия низкая"
19.06.06,Лиственные деревья,Ольха,0,
19.06.06,Лиственные деревья,Орешник,0,
19.06.06,Лиственные деревья,Тополь,0,
19.06.06,Лиственные деревья,Береза,0,
19.06.06,Лиственные деревья,Клен,0,
19.06.06,Лиственные деревья,Вяз,0,
19.06.06,Лиственные деревья,Ясень,0,
19.06.06,Лиственные деревья,Ива,0,
19.06.06,Лиственные деревья,Дуб,0,
19.06.06,Лиственные деревья,Липа,0,
19.06.06,Хвойные деревья,Ель,0,
19.06.06,Хвойные деревья,Сосна,2,"Концентрация стабильно низкая, продолжается цветение"
19.06.06,Злаки,Злаки,7,"Концентрация стабильно низкая, подолжается пыление"
19.06.06,Сорняки,Маревые,2,"Начальный период пыления, пока концентарция низкая, возможен рост"
19.06.06,Сорняки,Подорожник,0,
19.06.06,Сорняки,Щавель,0,
19.06.06,Сорняки,Крапива,2,"Продолжается цветение, концентрация пыльцы на низком уровне"
19.06.06,Сорняки,Полынь,0,
19.06.06,Сорняки,Амброзия,0,
19.06.06,Грибы,Кладоспориум,1236,"Продолжается спорообразование, концентарция умеренная"
19.06.06,Грибы,Альтернария,13,"Продолжается спорообразование,концентрация низкая"
15.06.06,Лиственные деревья,Ольха,0,
15.06.06,Лиственные деревья,Орешник,0,
15.06.06,Лиственные деревья,Тополь,0,
15.06.06,Лиственные деревья,Береза,0,
15.06.06,Лиственные деревья,Клен,0,
15.06.06,Лиственные деревья,Вяз,0,
15.06.06,Лиственные деревья,Ясень,0,
15.06.06,Лиственные деревья,Ива,0,
15.06.06,Лиственные деревья,Дуб,0,
15.06.06,Лиственные деревья,Липа,0,
15.06.06,Хвойные деревья,Ель,0,
15.06.06,Хвойные деревья,Сосна,0,
15.06.06,Злаки,Злаки,22,"Продолжается цветние, концентрация от низкой до умеренной"
15.06.06,Сорняки,Маревые,9,"Продолжается цветение, пока концентрация на стабильно низком уровне"
15.06.06,Сорняки,Подорожник,0,
15.06.06,Сорняки,Щавель,0,
15.06.06,Сорняки,Крапива,0,
15.06.06,Сорняки,Полынь,0,
15.06.06,Сорняки,Амброзия,0,
15.06.06,Грибы,Кладоспориум,1320,"Продолжается спорообразование, концентрация высокая"
15.06.06,Грибы,Альтернария,97,"Продолжается спрообразование, концентрация низкая"
05.06.06,Хвойные деревья,Сосна,0,
05.06.06,Злаки,Злаки,7,"Продолжается цветение, концентраиция низкая"
05.06.06,Сорняки,Маревые,8,"Продолжается цветение, концентарция низкая,возможен рост"
05.06.06,Сорняки,Подорожник,0,
05.06.06,Сорняки,Щавель,0,
05.06.06,Сорняки,Крапива,4,"Продолжается цветние, концентарция стабильно низкая"
05.06.06,Сорняки,Полынь,0,
05.06.06,Сорняки,Амброзия,0,
05.06.06,Грибы,Кладоспориум,725,Продолжается спорообразование
05.06.06,Грибы,Альтернария,0,
05.06.06,Лиственные деревья,Ольха,0,
05.06.06,Лиственные деревья,Орешник,0,
05.06.06,Лиственные деревья,Тополь,0,
05.06.06,Лиственные деревья,Береза,0,
05.06.06,Лиственные деревья,Клен,0,
05.06.06,Лиственные деревья,Вяз,0,
05.06.06,Лиственные деревья,Ясень,0,
05.06.06,Лиственные деревья,Ива,0,
05.06.06,Лиственные деревья,Дуб,0,
05.06.06,Лиственные деревья,Липа,0,
05.06.06,Хвойные деревья,Ель,0,
02.06.06,Лиственные деревья,Ольха,0,
02.06.06,Лиственные деревья,Орешник,0,
02.06.06,Лиственные деревья,Тополь,0,
02.06.06,Лиственные деревья,Береза,0,
02.06.06,Лиственные деревья,Клен,0,
02.06.06,Лиственные деревья,Вяз,0,
02.06.06,Лиственные деревья,Ясень,0,
02.06.06,Лиственные деревья,Ива,0,
02.06.06,Лиственные деревья,Дуб,0,
02.06.06,Лиственные деревья,Липа,0,
02.06.06,Хвойные деревья,Ель,0,
02.06.06,Хвойные деревья,Сосна,1,"Продолжается цветение, концентрация стабильно низкая"
02.06.06,Злаки,Злаки,14,"Продолжается пыление, концентрация от низкой до умеренной"
02.06.06,Сорняки,Маревые,2,"Концентрация низкая, начало пыления"
02.06.06,Сорняки,Подорожник,0,
02.06.06,Сорняки,Щавель,0,
02.06.06,Сорняки,Крапива,3,"Концентарция стабильно низкая, продолжается цветение"
02.06.06,Сорняки,Полынь,0,
02.06.06,Сорняки,Амброзия,0,
02.06.06,Грибы,Кладоспориум,625,Продолжается спорообразование
02.06.06,Грибы,Альтернария,0,
25.05.06,Лиственные деревья,Ольха,0,
25.05.06,Лиственные деревья,Орешник,0,
25.05.06,Лиственные деревья,Тополь,0,
25.05.06,Лиственные деревья,Береза,0,
25.05.06,Лиственные деревья,Клен,0,
25.05.06,Лиственные деревья,Вяз,0,
25.05.06,Лиственные деревья,Ясень,0,
25.05.06,Лиственные деревья,Ива,0,
25.05.06,Лиственные деревья,Дуб,0,
25.05.06,Лиственные деревья,Липа,0,
25.05.06,Хвойные деревья,Ель,0,
25.05.06,Хвойные деревья,Сосна,6,"Концентрация в последние дни возросла, но будет всегда оставаться на низком уровне"
25.05.06,Злаки,Злаки,50,"Концентрация высокая, продолжается цветение"
25.05.06,Сорняки,Маревые,0,
25.05.06,Сорняки,Подорожник,0,
25.05.06,Сорняки,Щавель,0,
25.05.06,Сорняки,Крапива,12,"Продолжается цветение крапивы, концентраиця стабильно низкая"
25.05.06,Сорняки,Полынь,0,
25.05.06,Сорняки,Амброзия,0,
25.05.06,Грибы,Кладоспориум,452,Продолжается споробразование
25.05.06,Грибы,Альтернария,43,Продолжается споробразование
22.05.06,Лиственные деревья,Ольха,0,
22.05.06,Лиственные деревья,Орешник,0,
22.05.06,Лиственные деревья,Тополь,0,
22.05.06,Лиственные деревья,Береза,0,
22.05.06,Лиственные деревья,Клен,0,
22.05.06,Лиственные деревья,Вяз,0,
22.05.06,Лиственные деревья,Ясень,0,
22.05.06,Лиственные деревья,Ива,0,
22.05.06,Лиственные деревья,Дуб,0,
22.05.06,Лиственные деревья,Липа,0,
22.05.06,Хвойные деревья,Ель,0,
22.05.06,Хвойные деревья,Сосна,0,
22.05.06,Злаки,Злаки,22,"Продолдается цветение сорных злаковыз трав, концентрация низкая"
22.05.06,Сорняки,Маревые,2,"В воздухе появились первые зерна маревых, концентрация низкая"
22.05.06,Сорняки,Подорожник,0,
22.05.06,Сорняки,Щавель,0,
22.05.06,Сорняки,Крапива,0,
22.05.06,Сорняки,Полынь,0,
22.05.06,Сорняки,Амброзия,0,
22.05.06,Грибы,Кладоспориум,335,Продолжается споробразование
22.05.06,Грибы,Альтернария,13,Продолжается споробразование
18.05.06,Лиственные деревья,Ольха,0,
18.05.06,Лиственные деревья,Орешник,0,
18.05.06,Лиственные деревья,Тополь,0,
18.05.06,Лиственные деревья,Береза,0,
18.05.06,Лиственные деревья,Клен,0,
18.05.06,Лиственные деревья,Вяз,0,
18.05.06,Лиственные деревья,Ясень,0,
18.05.06,Лиственные деревья,Ива,0,
18.05.06,Лиственные деревья,Дуб,0,
18.05.06,Лиственные деревья,Липа,0,
18.05.06,Хвойные деревья,Ель,0,
18.05.06,Хвойные деревья,Сосна,1,"Началось цветение, концентрация ожидается стабильно низкой"
18.05.06,Злаки,Злаки,8,"Продолжается цветение, концентрация низкая, но ожидается рост"
18.05.06,Сорняки,Маревые,0,
18.05.06,Сорняки,Подорожник,0,
18.05.06,Сорняки,Щавель,0,
18.05.06,Сорняки,Крапива,3,"Продолжается пыление , концентрация низкая"
18.05.06,Сорняки,Полынь,0,
18.05.06,Сорняки,Амброзия,0,
18.05.06,Грибы,Кладоспориум,111,"Продолжается спорообразование, концентрация низкая"
18.05.06,Грибы,Альтернария,0,
12.09.05,Лиственные деревья,Ольха,0,
12.09.05,Лиственные деревья,Орешник,0,
12.09.05,Лиственные деревья,Тополь,0,
12.09.05,Лиственные деревья,Береза,0,
12.09.05,Лиственные деревья,Клен,0,
12.09.05,Лиственные деревья,Вяз,0,
12.09.05,Лиственные деревья,Ясень,0,
12.09.05,Лиственные деревья,Ива,0,
12.09.05,Лиственные деревья,Дуб,0,
12.09.05,Лиственные деревья,Липа,0,
12.09.05,Хвойные деревья,Ель,0,
