Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
18.06.12,Грибы,Кладоспориум,1400,Содержание спор грибов высокое
18.06.12,Грибы,Альтернария,450,Содержание спор грибов высокое
15.06.12,Лиственные деревья,Береза,1,Пыление закончилось
15.06.12,Хвойные деревья,Ель,1,Пыление закончилось
15.06.12,Хвойные деревья,Сосна,8,Пыление закончилось
15.06.12,Злаки,Злаки,112,Концентрация пыльцы высокая
15.06.12,Грибы,Кладоспориум,6,Содержание спор грибов низкое
13.06.12,Лиственные деревья,Береза,8,"Пыление давно закончилось, вторичный подъем."
13.06.12,Хвойные деревья,Ель,1,Единичные пыльцевые зерна
13.06.12,Хвойные деревья,Сосна,11,концентрация пыльцы низкая
13.06.12,Злаки,Злаки,54,Концентрация пыльцы средняя. Пыление продолжается
13.06.12,Грибы,Кладоспориум,12,Содержание спор грибов низкое
13.06.12,Грибы,Альтернария,6,Содержание спор грибов низкое
08.06.12,Хвойные деревья,Сосна,43,Концентрация пыльцы невысокая
08.06.12,Злаки,Злаки,32,Пыления злаков. Увеличение концентрации
08.06.12,Грибы,Альтернария,12,Содержание спор грибов низкое
06.06.12,Лиственные деревья,Береза,12,Пыление давно закончилось. вторичный подъем пыльцы в воздух
06.06.12,Хвойные деревья,Ель,4,Концентрация пыльцы низкая
06.06.12,Хвойные деревья,Сосна,161,концентрация пыльцы средняя
06.06.12,Злаки,Злаки,19,Концентрация пыльцы ниже среднего
06.06.12,Грибы,Кладоспориум,23,Содержание спор грибов низкое
06.06.12,Грибы,Альтернария,11,Содержание спор грибов низкое
04.06.12,Хвойные деревья,Ель,2,Концентрация пыльцы низкая
04.06.12,Хвойные деревья,Сосна,136,Концентрация пыльцы средняя
04.06.12,Злаки,Злаки,12,Концентрация пыльцы ниже среднего
04.06.12,Грибы,Альтернария,14,Содержание спор грибов низкое
01.06.12,Лиственные деревья,Береза,41,Пыление давно закончилось. Вторичный подъем пыльцы в воздух
01.06.12,Хвойные деревья,Ель,6,Концентрация пыльцы низкая
01.06.12,Хвойные деревья,Сосна,146,Концентрация пыльцы ниже среднего
01.06.12,Злаки,Злаки,8,Концентрация пыльцы низкая
01.06.12,Грибы,Альтернария,11,Содержание спор грибов низкое
30.05.12,Лиственные деревья,Береза,10,"Пыление давно закончилось, единичные пыльцевые зерна"
30.05.12,Хвойные деревья,Сосна,770,Концентрация пыльцы средняя
30.05.12,Злаки,Злаки,9,Концентрация пыльцы низкая
30.05.12,Грибы,Альтернария,5,Содержание спор грибов низкое
28.05.12,Лиственные деревья,Береза,12,"Пыление закончилось, концентрация ниже среднего"
28.05.12,Хвойные деревья,Ель,2,Концентрация пыльцы низкая
28.05.12,Хвойные деревья,Сосна,1098,Концентрация пыльцы высокая
28.05.12,Злаки,Злаки,5,Концентрация пыльцы низкая
28.05.12,Грибы,Кладоспориум,19,Содержание спор грибов низкое
28.05.12,Грибы,Альтернария,34,Содержание спор грибов низкое
25.05.12,Лиственные деревья,Береза,34,"Пыление закончилось, концентрация пыльцы ниже среднего"
25.05.12,Лиственные деревья,Клен,4,"Пыление закончилось, концентрация пыльцы низкая"
25.05.12,Хвойные деревья,Ель,2,концентрация пыльцы низкая
25.05.12,Хвойные деревья,Сосна,891,концентрация пыльцы средняя
25.05.12,Злаки,Злаки,3,концентрация пыльцы низкая
25.05.12,Грибы,Кладоспориум,41,Содержание спор грибов низкое
25.05.12,Грибы,Альтернария,33,Содержание спор грибов низкое
23.05.12,Лиственные деревья,Береза,78,"Пыление закончилось, концентрация пыльцы ниже среднего"
23.05.12,Лиственные деревья,Клен,2,"Пыление закончилось, единичные пыльцевые зерна"
23.05.12,Хвойные деревья,Сосна,3797,"Концентрация пыльцы высокая, пыление продолжается"
23.05.12,Злаки,Злаки,3,Концентрация пыльцы низкая.
23.05.12,Грибы,Кладоспориум,66,Содержание спор грибов низкое
23.05.12,Грибы,Альтернария,60,Содержание спор грибов низкое
21.05.12,Лиственные деревья,Береза,11,"Концентрация пыльцы низкая, пыление закончилось."
21.05.12,Лиственные деревья,Клен,5,"Концентрация пыльцы низкая, пыление закончилось."
21.05.12,Лиственные деревья,Ива,14,Концентрация пыльцы низкая
21.05.12,Хвойные деревья,Ель,12,Концентрация пыльцы невысокая
21.05.12,Хвойные деревья,Сосна,43,Концентрация пыльцы ниже среднего
21.05.12,Грибы,Альтернария,11,Содержание спор грибов низкое
18.05.12,Лиственные деревья,Береза,5,"Пыление давно закончилось, встречаются единичные пыльцевые зерна"
18.05.12,Хвойные деревья,Ель,8,Концентрация пыльцы низкая
18.05.12,Хвойные деревья,Сосна,2,Концентрация пыльцы низкая
18.05.12,Грибы,Альтернария,11,Содержание спор грибов низкое
16.05.12,Лиственные деревья,Береза,12,Концентрация пыльцы низкая
16.05.12,Лиственные деревья,Клен,4,Встречаются единичные пыльцевые зерна
16.05.12,Хвойные деревья,Ель,5,Концентрация пыльцы низкая
16.05.12,Грибы,Альтернария,13,Содержание спор грибов низкое
14.05.12,Лиственные деревья,Береза,100,"Пыление заканчивается, отдельные пыльцевые зерна будут циркулировать в атмосфере до конца весенне-летнего периода"
14.05.12,Лиственные деревья,Клен,11,Концентрация пыльцы низкая
14.05.12,Лиственные деревья,Ива,9,Пыление раннецветущих видов ив закончилось
14.05.12,Хвойные деревья,Ель,3,Концентрация низкая
14.05.12,Хвойные деревья,Сосна,3,"Начало пыления, ожидается увеличение концентрации пыльцы"
14.05.12,Грибы,Альтернария,18,Содержание спор грибов низкое
11.05.12,Лиственные деревья,Тополь,3,концентрация пыльцы низкая
11.05.12,Лиственные деревья,Береза,130,концентрация пыльцы средняя
11.05.12,Лиственные деревья,Клен,12,концентрация пыльцы низкая
11.05.12,Лиственные деревья,Ива,19,концентрация пыльцы ниже среднего
11.05.12,Хвойные деревья,Ель,1,концентрация пыльцы низкая
11.05.12,Лиственные деревья,Ольха,2,Содержание спор грибов низкое
10.05.12,Лиственные деревья,Тополь,8,концентрация низкая
10.05.12,Лиственные деревья,Береза,36,концентрация ниже среднего
10.05.12,Лиственные деревья,Вяз,2,концентрация низкая
10.05.12,Лиственные деревья,Ива,10,концентрация низкая
10.05.12,Хвойные деревья,Сосна,3,концентрация низкая
10.05.12,Грибы,Альтернария,5,Содержание спор грибов низкое
04.05.12,Лиственные деревья,Ольха,2,единичные пыльцевые зерна
04.05.12,Лиственные деревья,Тополь,40,концентрация ниже среднего
04.05.12,Лиственные деревья,Береза,90,концентрация ниже среднего
04.05.12,Лиственные деревья,Вяз,5,концентрация пыльцы низкая
04.05.12,Лиственные деревья,Ива,29,концентрация ниже среднего
04.05.12,Хвойные деревья,Сосна,1,единичные пыльцевые зерна
04.05.12,Грибы,Альтернария,3,содержание спор грибов низкое
02.05.12,Лиственные деревья,Береза,7,концентрация пыльцы низкая
02.05.12,Лиственные деревья,Клен,13,концентрация пыльцы ниже среднего
02.05.12,Лиственные деревья,Ива,6,концентрация пыльцы низкая
02.05.12,Грибы,Альтернария,4,Содержание спор грибов низкое.
27.04.12,Лиственные деревья,Тополь,8,концентрация низкая
27.04.12,Лиственные деревья,Береза,24,концентрация ниже среднего
27.04.12,Лиственные деревья,Клен,16,концентрация ниже среднего
27.04.12,Лиственные деревья,Ива,5,концентрация низкая
27.04.12,Грибы,Альтернария,3,Содержание спор грибов незначительное.
25.04.12,Лиственные деревья,Тополь,10,низкая концентрация
25.04.12,Лиственные деревья,Береза,33,концентрация ниже среднего
25.04.12,Лиственные деревья,Клен,19,концентрация ниже среднего
25.04.12,Лиственные деревья,Ива,8,низкая концентрация
25.04.12,Грибы,Альтернария,5,Содержание спор грибов незначительное.
23.04.12,Лиственные деревья,Тополь,3,концентрация низкая
23.04.12,Лиственные деревья,Береза,8,концентрация низкая .
23.04.12,Лиственные деревья,Клен,6,концентрация низкая
23.04.12,Лиственные деревья,Ива,1,концентрация низкая
23.04.12,Грибы,Альтернария,2,Содержание спор грибов незначительное.
20.04.12,Лиственные деревья,Тополь,14,Концентрация пыльцы ниже среднего
20.04.12,Лиственные деревья,Береза,16,Концентрация пыльцы ниже среднего
20.04.12,Лиственные деревья,Клен,17,Концентрация пыльцы ниже среднего
20.04.12,Лиственные деревья,Ива,9,Концентрация пыльцы низкая
20.04.12,Грибы,Альтернария,1,Содержание спор грибов незначительное.
18.04.12,Лиственные деревья,Тополь,10,концентрация низкая
18.04.12,Лиственные деревья,Береза,12,концентрация ниже среднего
18.04.12,Лиственные деревья,Ива,10,концентрация низкая
18.04.12,Грибы,Альтернария,1,содержание спор низкое
16.04.12,Лиственные деревья,Тополь,2,Концентрация пыльцы низкая
16.04.12,Лиственные деревья,Береза,25,Концентрация пыльцы ниже среднего.
16.04.12,Лиственные деревья,Ива,7,Концентрация пыльцы низкая
16.04.12,Грибы,Альтернария,5,Содержание спор грибов низкое
13.04.12,Лиственные деревья,Береза,20,Начало пыления березы.Концентрация пыльцы ниже среднего.
13.04.12,Лиственные деревья,Ива,7,Начало пыления ивы.Концентрация пыльцы низкая.
13.04.12,Грибы,Альтернария,10,Содержание спор грибов незначительное.
11.04.12,Лиственные деревья,Ольха,0,
09.04.12,Лиственные деревья,Ольха,0,
09.04.12,Лиственные деревья,Орешник,0,
09.04.12,Лиственные деревья,Тополь,0,
09.04.12,Лиственные деревья,Береза,0,
09.04.12,Лиственные деревья,Клен,0,
09.04.12,Лиственные деревья,Вяз,0,
31.08.11,Злаки,Злаки,1,Встречаются единичные пыльцевые зерна
31.08.11,Сорняки,Маревые,1,Встречаются единичные пыльцевые зерна
31.08.11,Сорняки,Полынь,4,Встречаются единичные пыльцевые зерна
31.08.11,Грибы,Кладоспориум,14,Спороношение слабое
31.08.11,Грибы,Альтернария,14,Спороношение слабое
29.08.11,Злаки,Злаки,1,Единичные пыльцевые зерна.
29.08.11,Сорняки,Маревые,4,Единичные пыльцевые зерна.
29.08.11,Сорняки,Полынь,6,Единичные пыльцевые зерна.
29.08.11,Грибы,Кладоспориум,30,Спороношение слабое.
29.08.11,Грибы,Альтернария,14,Спороношение слабое.
24.08.11,Злаки,Злаки,1,Единичные пыльцевые зерна
24.08.11,Сорняки,Маревые,5,"Единичные пыльцевые зерна, пыление маревых завершается"
24.08.11,Сорняки,Полынь,12,Концентрация пыльцы низкая
24.08.11,Грибы,Кладоспориум,50,Содержание спор грибов низкое
24.08.11,Грибы,Альтернария,14,Содержание спор грибов низкое
22.08.11,Сорняки,Маревые,7,Единичные пыльцевые зерна. Пыление заканчивается.
22.08.11,Сорняки,Полынь,22,Концентрация пыльцы ниже среднего.
22.08.11,Грибы,Кладоспориум,60,Содержание спор грибов низкое
22.08.11,Грибы,Альтернария,14,Содержание спор грибов низкое
19.08.11,Сорняки,Маревые,12,Завершается период активного пыления.
19.08.11,Сорняки,Полынь,29,Концентрация пыльцы ниже среднего. Пыление продолжается.
19.08.11,Грибы,Кладоспориум,50,Содержание спор грибов низкое.
19.08.11,Грибы,Альтернария,14,Содержание спор грибов низкое.
17.08.11,Сорняки,Маревые,21,Концентрация пыльцы средняя
17.08.11,Сорняки,Полынь,106,"Концентрация пыльцы высокая, пыление продолжается."
17.08.11,Грибы,Кладоспориум,50,Содержание спор грибов низкое.
17.08.11,Грибы,Альтернария,14,Содержание спор грибов низкое.
15.08.11,Злаки,Злаки,2,Единичные пыльцевые зерна.
15.08.11,Сорняки,Маревые,34,Концентрация пыльцы средняя.
15.08.11,Сорняки,Полынь,113,Концентрация пыльцы высокая. Продолжается период активного пыления.
15.08.11,Грибы,Альтернария,56,Содержание спор грибов низкое.
12.08.11,Сорняки,Маревые,31,Концентрация пыльцы низкая.
12.08.11,Сорняки,Полынь,54,Концентрация пыльцы средняя. Пыление продолжается.
12.08.11,Грибы,Кладоспориум,800,Содержание спор грибов высокое.
12.08.11,Грибы,Альтернария,60,Содержание спор грибов низкое.
10.08.11,Сорняки,Маревые,17,Концентрация пыльцы ниже среднего.
10.08.11,Сорняки,Полынь,40,"Пыление продолжается, концентрация средняя."
10.08.11,Грибы,Кладоспориум,400,Содержание спор грибов высокое.
10.08.11,Грибы,Альтернария,50,Содержание спор грибов низкое.
08.08.11,Сорняки,Маревые,21,"Пыление продолжается, концентрация ниже среднего."
08.08.11,Сорняки,Полынь,40,"Пыление продолжается, концентрация средняя."
08.08.11,Грибы,Кладоспориум,800,Содержание спор грибов высокое.
08.08.11,Грибы,Альтернария,122,Содержание спор грибов низкое.
05.08.11,Сорняки,Маревые,12,Концентрация пыльцы ниже среднего.
05.08.11,Сорняки,Полынь,39,"Пыление продолжается, концентрация пыльцы несколько снижена из-за осадков."
05.08.11,Грибы,Кладоспориум,1500,Содержание спор грибов высокое.
05.08.11,Грибы,Альтернария,600,Содержание спор грибов высокое.
03.08.11,Сорняки,Маревые,27,Концентрация пыльцы ниже среднего. Пыление продолжается.
03.08.11,Сорняки,Крапива,7,Концентрация пыльцы низкая.
03.08.11,Сорняки,Полынь,41,Период активного пыления полыни.
03.08.11,Грибы,Кладоспориум,2500,Содержание спор высокое.
03.08.11,Грибы,Альтернария,700,Содержание спор высокое.
01.08.11,Сорняки,Маревые,28,Концентрация пыльцы ниже среднего. Пыление продолжается.
01.08.11,Сорняки,Полынь,22,Концентрация пыльцы ниже среднего. Пыление продолжается.
01.08.11,Грибы,Кладоспориум,3500,Активное спороношение.
01.08.11,Грибы,Альтернария,800,Активное спороношение.
29.07.11,Лиственные деревья,Береза,2,"Пыление давно завершилось, вторичный подъем пыльцы в воздух."
29.07.11,Сорняки,Маревые,29,Концентрация пыльцы ниже среднего. Пыление продолжается.
29.07.11,Сорняки,Крапива,3,Единичные пыльцевые зерна.
29.07.11,Сорняки,Полынь,19,Концентрация пыльцы ниже среднего. Пыление продолжается.
29.07.11,Грибы,Кладоспориум,2000,Спороношение высокое.
29.07.11,Грибы,Альтернария,800,Спороношение высокое.
27.07.11,Злаки,Злаки,4,Концентрация пыльцы низкая.
27.07.11,Сорняки,Маревые,11,Концентрация пыльцы ниже среднего. Период активного пыления продолжается.
27.07.11,Сорняки,Крапива,8,Концентрация пыльцы низкая.
27.07.11,Сорняки,Полынь,8,"Концентрация пыльцы низкая, максимум пыления еще не достигнут."
27.07.11,Грибы,Кладоспориум,155,Спороношение продолжается.
27.07.11,Грибы,Альтернария,86,Спороношение продолжается.
25.07.11,Злаки,Злаки,8,Концентрация пыльцы низкая.
25.07.11,Сорняки,Маревые,28,Концентрация пыльцы ниже среднего. Продолжается период активного пыления.
25.07.11,Сорняки,Крапива,21,Концентрация пыльцы ниже среднего. Продолжается период активного пыления.
25.07.11,Сорняки,Полынь,5,Концентрация пыльцы низкая. Начало пыления.
25.07.11,Грибы,Кладоспориум,250,Спороношение продолжается.
25.07.11,Грибы,Альтернария,86,Спороношение продолжается.
22.07.11,Злаки,Злаки,18,Концентрация пыльцы ниже среднего.
22.07.11,Сорняки,Маревые,35,Средняя концентрация пыльцы в воздухе.
22.07.11,Сорняки,Крапива,24,Концентрация пыльцы ниже среднего.
22.07.11,Сорняки,Полынь,2,Появление первых пыльцевых зерен в воздухе города.
22.07.11,Грибы,Кладоспориум,450,Спороношение умеренное.
22.07.11,Грибы,Альтернария,90,Спороношение слабое.
20.07.11,Злаки,Злаки,28,Концентрация пыльцы ниже среднего.
20.07.11,Сорняки,Маревые,26,Концентрация пыльцы ниже среднего.
20.07.11,Сорняки,Крапива,15,Концентрация пыльцы ниже среднего.
20.07.11,Грибы,Кладоспориум,360,Спороношение продолжается.
20.07.11,Грибы,Альтернария,128,Спороношение продолжается.
18.07.11,Злаки,Злаки,18,"Продолжается пыление злаков, концентрация пыльцы в воздухе города ниже среднего."
18.07.11,Сорняки,Маревые,16,"Продолжается активное пыление маревых, концентрация пыльцы ниже среднего."
18.07.11,Сорняки,Крапива,13,"Период активного пыления крапивы продолжается, концентрация пыльцы ниже среднего."
18.07.11,Грибы,Кладоспориум,280,Спороношение умеренное.
18.07.11,Грибы,Альтернария,120,Спороношение умеренное.
15.07.11,Злаки,Злаки,29,Концентрация пыльцы ниже среднего.
15.07.11,Сорняки,Маревые,22,Концентрация пыльцы ниже среднего.
15.07.11,Сорняки,Подорожник,2,Низкая концентрация пыльцы в воздухе города.
15.07.11,Сорняки,Крапива,27,Концентрация пыльцы ниже среднего.
15.07.11,Грибы,Кладоспориум,450,Спороношение продолжается.
15.07.11,Грибы,Альтернария,125,Спороношение продолжается.
13.07.11,Злаки,Злаки,18,Концентрация пыльцы ниже среднего. Пыление продолжается.
13.07.11,Сорняки,Маревые,12,Концентрация пыльцы ниже среднего. Пыление продолжается.
13.07.11,Сорняки,Подорожник,2,Концентрация пыльцы низкая.
13.07.11,Сорняки,Щавель,1,Единичные пыльцевые зерна.
13.07.11,Сорняки,Крапива,17,Концентрация пыльцы ниже среднего. Пыление продолжается.
13.07.11,Грибы,Кладоспориум,300,Слабое спороношение.
13.07.11,Грибы,Альтернария,120,Слабое спороношение.
11.07.11,Злаки,Злаки,22,Концентрация пыльцы ниже среднего.
11.07.11,Сорняки,Маревые,12,Концентрация пыльцы ниже среднего.
11.07.11,Сорняки,Подорожник,2,Концентрация пыльцы низкая.
11.07.11,Сорняки,Щавель,5,Концентрация пыльцы низкая.
11.07.11,Сорняки,Крапива,16,Концентрация пыльцы ниже среднего.
11.07.11,Грибы,Кладоспориум,260,Спороношение слабое.
11.07.11,Грибы,Альтернария,108,Спороношение слабое.
08.07.11,Злаки,Злаки,56,Концентрация пыльцы средняя. Пыление продолжается.
08.07.11,Сорняки,Маревые,22,Концентрация пыльцы ниже среднего. Пыление продолжается.
08.07.11,Сорняки,Подорожник,9,Концентрация пыльцы низкая. Пыление продолжается.
08.07.11,Сорняки,Щавель,1,"Пыление завершается, концентрация пыльцы низкая."
08.07.11,Сорняки,Крапива,40,Концентрация пыльцы средняя. Пыление продолжается.
08.07.11,Грибы,Кладоспориум,856,Продолжается активное спороношение.
08.07.11,Грибы,Альтернария,328,Продолжается активное спороношение.
06.07.11,Злаки,Злаки,18,Концентрация пыльцы в воздухе города ниже среднего. Пыление продолжается.
06.07.11,Сорняки,Маревые,2,Концентрация пыльцы в воздухе города низкая. Начало пыления.
06.07.11,Сорняки,Подорожник,2,Концентрация пыльцы в воздухе города низкая.
06.07.11,Сорняки,Крапива,15,Концентрация пыльцы в воздухе города ниже среднего. Пыление продолжается.
06.07.11,Грибы,Кладоспориум,80,Спороношение слабое.
06.07.11,Грибы,Альтернария,185,Спороношение слабое.
04.07.11,Злаки,Злаки,5,Концентрация пыльцы низкая.
04.07.11,Сорняки,Подорожник,4,Концентрация пыльцы низкая.
04.07.11,Сорняки,Крапива,5,Концентрация пыльцы низкая.
04.07.11,Грибы,Кладоспориум,68,Содержание спор низкое.
04.07.11,Грибы,Альтернария,20,Содержание спор низкое.
01.07.11,Лиственные деревья,Липа,7,Концентрация пыльцы липы в воздухе города низкая.
01.07.11,Злаки,Злаки,38,Концентрация пыльцы злаков в воздухе города ниже среднего. Период активного пыления продолжается.
01.07.11,Сорняки,Подорожник,25,Концентрация пыльцы подорожника в воздухе города ниже среднего.
01.07.11,Сорняки,Крапива,23,Концентрация пыльцы крапивы в воздухе города ниже среднего. Пыление продолжается.
01.07.11,Грибы,Кладоспориум,160,Содержание спор в воздухе города незначительное.
01.07.11,Грибы,Альтернария,80,Содержание спор в воздухе города низкое.
29.06.11,Лиственные деревья,Липа,16,Концентрация пыльцы ниже среднего. Пыление продолжается.
29.06.11,Злаки,Злаки,19,Концентрация пыльцы ниже среднего. Пыление продолжается.
29.06.11,Сорняки,Подорожник,8,Концентрация пыльцы низкая. Пыление продолжается.
29.06.11,Сорняки,Щавель,6,Концентрация пыльццы низкая.
29.06.11,Сорняки,Крапива,7,Концентрация пыльцы низкая. Начало пыления.
29.06.11,Грибы,Кладоспориум,220,Содержание спор грибов низкое.
29.06.11,Грибы,Альтернария,654,Содержание спор грибов высокое.
27.06.11,Лиственные деревья,Липа,9,Концентрация пыльцы в воздухе города низкая.
27.06.11,Злаки,Злаки,16,Концентрация пыльцы ниже среднего. Пыление продолжается.
27.06.11,Сорняки,Подорожник,11,Концентрация пыльцы ниже среднего. Пыление продолжается.
27.06.11,Сорняки,Щавель,9,Концентрация пыльцы низкая. Пыление продолжается.
27.06.11,Грибы,Кладоспориум,90,Содержание спор грибов низкое.
27.06.11,Грибы,Альтернария,300,Содержание спор грибов ниже среднего.
24.06.11,Злаки,Злаки,9,Концентрация пыльцы низкая. Пыление продолжается.
24.06.11,Сорняки,Подорожник,2,Концентрация пыльцы низкая. Пыление продолжается.
24.06.11,Грибы,Кладоспориум,55,Содержание спор грибов низкое.
24.06.11,Грибы,Альтернария,45,Содержание спор грибов низкое.
22.06.11,Злаки,Злаки,8,Концентрация пыльцы в воздухе города низкая. Пыление продолжается.
22.06.11,Грибы,Альтернария,9,Содержание спор грибов низкое
20.06.11,Злаки,Злаки,70,"Концентрация значительна, основной период пыления злаков"
20.06.11,Сорняки,Подорожник,11,"Пыление продолжается, концентрация ниже среднего"
20.06.11,Сорняки,Щавель,9,"Пыление продолжается, концентрация низкая"
20.06.11,Грибы,Альтернария,13,Содержание спор грибов низкое
17.06.11,Злаки,Злаки,126,Концентрация пыльцы высокая
17.06.11,Сорняки,Подорожник,39,Активный период пыления
17.06.11,Сорняки,Щавель,47,Активный период пыления
17.06.11,Грибы,Альтернария,123,Содержание спор грибов незначительное
15.06.11,Злаки,Злаки,45,Активный период пыления злаков
15.06.11,Сорняки,Подорожник,12,Активный период пыления
15.06.11,Сорняки,Щавель,9,Активный период пыления
15.06.11,Грибы,Альтернария,536,Содержание спор грибов высокое
10.06.11,Злаки,Злаки,69,Активный период пыления злаков. Концентрация пыльцы ниже среднего.
10.06.11,Сорняки,Подорожник,23,Период пыления подорожника. Концентрация пыльцы невысокая.
10.06.11,Грибы,Альтернария,695,Содержание спор грибов высокое.
08.06.11,Злаки,Злаки,12,"Концентрация пыльцы низкая. Начало пыления, ожидается рост концентрации пыльцы злаков в воздухе города."
08.06.11,Сорняки,Подорожник,8,"Концентрация пыльцы низкая. Начало пыления, ожидается рост концентрации пыльцы подорожника в воздухе города."
08.06.11,Грибы,Кладоспориум,356,Содержание спор грибов ниже среднего.
08.06.11,Грибы,Альтернария,125,Содержание спор грибов ниже среднего.
06.06.11,Злаки,Злаки,3,Первые пыльцевые зерна. Начинается период пыления злаков.
06.06.11,Грибы,Кладоспориум,861,Высокое содержание спор грибов
06.06.11,Грибы,Альтернария,652,Высокое содержание спор грибов
03.06.11,Хвойные деревья,Сосна,9,"Концентрация пыльцы низкая, пыление закончилось. Возможен занос с северных территорий."
03.06.11,Грибы,Кладоспориум,1023,Содержание спор грибов высокое
03.06.11,Грибы,Альтернария,300,Содержание спор грибов ниже среднего
01.06.11,Хвойные деревья,Сосна,1,Единичные пыльцевые зерна
01.06.11,Грибы,Кладоспориум,32,Содержание спор грибов низкое
01.06.11,Грибы,Альтернария,28,Содержание спор грибов низкое
30.05.11,Хвойные деревья,Сосна,51,Концентрация пыльцы невысокая.
30.05.11,Грибы,Кладоспориум,14,Содержание спор грибов низкое
30.05.11,Грибы,Альтернария,28,Содержание спор грибов низкое
27.05.11,Хвойные деревья,Ель,11,Концентрация пыльцы низкая
27.05.11,Хвойные деревья,Сосна,46,Концентрация пыльцы низкая
27.05.11,Грибы,Кладоспориум,118,Содержание спор грибов низкое
25.05.11,Хвойные деревья,Ель,43,Концентрация пыльцы ниже среднего.
25.05.11,Хвойные деревья,Сосна,121,Концентрация пыльцы ниже среднего.
25.05.11,Грибы,Кладоспориум,28,Содержание спор грибов низкое.
25.05.11,Грибы,Альтернария,56,Содержание спор грибов низкое
23.05.11,Лиственные деревья,Береза,3,"Единичные пыдьцевые зерна, пыление давно закончилось."
23.05.11,Лиственные деревья,Ива,5,Единичные пыльцевы зерна поздно цветущих видов ив.
23.05.11,Хвойные деревья,Ель,19,Концентрация пыльцы ниже среднего.
23.05.11,Хвойные деревья,Сосна,46,Концентрация пыльцы ниже среднего.
23.05.11,Грибы,Кладоспориум,140,Содержание спор грибов низкое
20.05.11,Лиственные деревья,Береза,5,"Пыление завершилось, единичные пыльцевые зерна."
20.05.11,Хвойные деревья,Ель,9,Концентрация пыльцы низкая
20.05.11,Хвойные деревья,Сосна,56,Концентрация пыльцы ниже среднего
20.05.11,Грибы,Кладоспориум,14,Содержание спор грибов низкое
20.05.11,Грибы,Альтернария,14,Содержание спор грибов низкое
18.05.11,Лиственные деревья,Береза,4,"Единичные пыльцевые зерна, пыление закончилось, но пыльцевые зерна березы еще долгое время будут встречаться в воздухе города."
18.05.11,Хвойные деревья,Ель,17,Концентрация пыльцы ниже среднего.
18.05.11,Хвойные деревья,Сосна,112,Концентрация пыльцы средняя.
18.05.11,Грибы,Кладоспориум,14,Содержание спор грибов низкое
18.05.11,Грибы,Альтернария,14,Содержание спор грибов низкое
16.05.11,Лиственные деревья,Береза,1,Единичные пыльцевые зерна
16.05.11,Хвойные деревья,Ель,9,Концентрация пыльцы низкая
16.05.11,Хвойные деревья,Сосна,11,Концентрация пыльцы низкая
16.05.11,Грибы,Кладоспориум,60,Содержание спор грибов низкое
16.05.11,Грибы,Альтернария,14,Содержание спор грибов низкое
13.05.11,Лиственные деревья,Тополь,7,Период пыления осины.Концентрация невысокая.
13.05.11,Лиственные деревья,Береза,9,"Концентрация пыльцы низкая, пыление закончилось."
13.05.11,Лиственные деревья,Клен,6,"Концентрация пыльцы низкая, пыление закончилось."
13.05.11,Хвойные деревья,Сосна,54,"Концентрация пыльцы ниже среднего, пыление продолжится."
13.05.11,Грибы,Кладоспориум,28,Содержание спор грибов невысокое.
