Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
22.06.12,Сорняки,Щавель,3,Увеличения концентрации пыльцы не ожидается
22.06.12,Сорняки,Крапива,200,Концентрация пыльцы будет возрастать
22.06.12,Грибы,Кладоспориум,371,Спороношение слабое
22.06.12,Грибы,Альтернария,4,Спороношение слабое
21.06.12,Лиственные деревья,Береза,1,Пыление закончилось
21.06.12,Лиственные деревья,Липа,2,Начало пыления
21.06.12,Хвойные деревья,Сосна,3,Пыление закончилось
21.06.12,Злаки,Злаки,23,"Основное пыление, концентрация пыльцы будет оставаться стабильной"
21.06.12,Сорняки,Щавель,5,"Основное пыление, существенного увеличения концентрации пыльцы не ожидается"
21.06.12,Сорняки,Крапива,236,"Начало основного пыления, концентрация пыльцы будет нарастать"
21.06.12,Грибы,Кладоспориум,634,Спороношение слабое
21.06.12,Грибы,Альтернария,9,Спороношение слабое
20.06.12,Лиственные деревья,Береза,7,закончилось пыление березы.
20.06.12,Лиственные деревья,Липа,2,Продолжается пыление липы.
20.06.12,Хвойные деревья,Сосна,1,закончилось пыление сосны.
20.06.12,Злаки,Злаки,11,Продолжается пыление злаков.
20.06.12,Сорняки,Подорожник,10,Продолжается пыление подорожника.
20.06.12,Сорняки,Крапива,248,Продолжается пыление крапивы.
20.06.12,Грибы,Кладоспориум,925,Продолжается спороношение кладоспориума.
20.06.12,Грибы,Альтернария,4,Продолжается спороношение альтернарии.
19.06.12,Лиственные деревья,Береза,9,Закончилось пыление березы.
19.06.12,Лиственные деревья,Липа,2,Продолжается пыление липы.
19.06.12,Хвойные деревья,Сосна,4,Закончилось пыление сосны.
19.06.12,Злаки,Злаки,35,Продолжается пыление злаков.
19.06.12,Сорняки,Подорожник,1,Продолжается пыление подорожника.
19.06.12,Сорняки,Крапива,111,Продолжатся пыление крапивы.
19.06.12,Грибы,Кладоспориум,1591,Продолжается спороношение кладоспориума.
19.06.12,Грибы,Альтернария,8,Продолжается спороношение альтернарии.
18.06.12,Лиственные деревья,Береза,3,Пыление закончилось.
18.06.12,Лиственные деревья,Липа,3,Продолжается пыление липы.
18.06.12,Злаки,Злаки,35,Продолжается активное пыление злаков.
18.06.12,Сорняки,Маревые,1,Началось пыление маревых.
18.06.12,Сорняки,Подорожник,4,Продолжается пыление подорожника.
18.06.12,Сорняки,Щавель,2,Продолжается пыление щавеля.
18.06.12,Сорняки,Крапива,180,Продолжается активное пыление крапивы.
18.06.12,Грибы,Кладоспориум,2298,Продолжается спороношение кладоспориума.
18.06.12,Грибы,Альтернария,43,Продолжается спороношение альтернарии.
15.06.12,Лиственные деревья,Береза,2,Пыление закончилось
15.06.12,Лиственные деревья,Липа,1,Появились первые пыльцевые зерна липы
15.06.12,Злаки,Злаки,17,"Основной период пыления, ожидается увеличение концентрации пыльцы"
15.06.12,Сорняки,Маревые,1,Появились первые пыльцевые зерна маревых
15.06.12,Сорняки,Подорожник,2,"Основное пыление, существенного увеличения концентрации пыльцы не ожидается"
15.06.12,Сорняки,Щавель,4,
15.06.12,Сорняки,Крапива,142,"Основное пыление, концентрация пыльцы будет постепенно возрастать"
15.06.12,Грибы,Кладоспориум,755,Спороношение слабое
15.06.12,Грибы,Альтернария,8,Спороношение слабое
14.06.12,Лиственные деревья,Береза,6,Пыление закончилось
14.06.12,Злаки,Злаки,6,Основное пыление. Концентрация снижена из-за дождливой прохладной погоды
14.06.12,Сорняки,Щавель,1,
14.06.12,Сорняки,Крапива,64,Основное пыление. Концентрация снижене из-за дождливой погоды
14.06.12,Грибы,Кладоспориум,1254,Спороношение слабое
14.06.12,Грибы,Альтернария,5,Спороношение слабое
13.06.12,Лиственные деревья,Береза,4,Пыление закончилось
13.06.12,Хвойные деревья,Сосна,2,Пыление закончилось
13.06.12,Злаки,Злаки,16,"Основное пыление, ожидается увеличение концентрации"
13.06.12,Сорняки,Подорожник,2,"Основное пыление, существенного увеличения концентрации пыльцы не ожидается"
13.06.12,Сорняки,Щавель,3,
13.06.12,Сорняки,Крапива,77,"Основное пыление, концентрация пыльцы будет постепенно возрастать"
13.06.12,Грибы,Кладоспориум,3488,Спороношение интенсивное
13.06.12,Грибы,Альтернария,28,Спороношение интенсивное
09.06.12,Лиственные деревья,Береза,3,Пыление закончилось
09.06.12,Хвойные деревья,Сосна,1,Пыление закончилось
09.06.12,Злаки,Злаки,11,"Основное пыление, ожидается увеличение концентрации"
09.06.12,Сорняки,Подорожник,1,"Основное пыление, существенного увеличения концентрации пыльцы не ожидается"
09.06.12,Сорняки,Крапива,18,"Начало пыления, концентрация пыльцы будет постепенно возрастать"
09.06.12,Грибы,Кладоспориум,2579,Спороношение интенсивное
09.06.12,Грибы,Альтернария,13,Спороношение слабое
08.06.12,Лиственные деревья,Береза,1,Пыление закончилось
08.06.12,Хвойные деревья,Сосна,1,
08.06.12,Злаки,Злаки,2,"Основное пыление, концентрация пыльцы снижена из-за прохладной дождливой погоды"
08.06.12,Сорняки,Подорожник,1,
08.06.12,Сорняки,Крапива,13,"Начало пыления, концентрация пыльцы снижена из-за прохладной дождливой погоды"
08.06.12,Грибы,Кладоспориум,237,Спороношение слабое
08.06.12,Грибы,Альтернария,5,Спороношение слабое
07.06.12,Лиственные деревья,Береза,3,Пыление закончилось
07.06.12,Злаки,Злаки,6,"Основное пыление, концентрация пыльцы снижена из-за прохладной дождливой погоды"
07.06.12,Сорняки,Маревые,1,
07.06.12,Сорняки,Подорожник,1,
07.06.12,Сорняки,Щавель,1,
07.06.12,Грибы,Кладоспориум,928,
07.06.12,Грибы,Альтернария,8,
06.06.12,Лиственные деревья,Береза,4,Пыление закончилось
06.06.12,Хвойные деревья,Ель,1,Пыление закончилось
06.06.12,Хвойные деревья,Сосна,3,Пыление закончилось
06.06.12,Злаки,Злаки,15,"Основной период пыления, ожидается увеличение концентрации пыльцы"
06.06.12,Сорняки,Щавель,3,
06.06.12,Сорняки,Крапива,16,"Начало пыления, концентрация пыльцы будет медленно возрастать"
06.06.12,Грибы,Кладоспориум,346,Спороношение слабое
06.06.12,Грибы,Альтернария,3,Спороношение слабое
05.06.12,Лиственные деревья,Береза,4,Пыление закончилось
05.06.12,Хвойные деревья,Сосна,3,Пыление закончилось
05.06.12,Злаки,Злаки,5,"Основной период пыления, ожидается увеличение концентрации пыльцы"
05.06.12,Сорняки,Щавель,1,
05.06.12,Сорняки,Крапива,6,"Начало пыления, концентрация пыльцы будет медленно нарастать"
05.06.12,Грибы,Кладоспориум,627,Спороношение слабое
05.06.12,Грибы,Альтернария,1,Спороношение слабое
04.06.12,Лиственные деревья,Береза,7,Пыление закончилось
04.06.12,Хвойные деревья,Сосна,10,Пыление закончилось
04.06.12,Злаки,Злаки,3,"Основное пыление, концентрация пыльцы низкая из-за прохладной дождливой погоды"
04.06.12,Грибы,Кладоспориум,518,Спороношение слабое
04.06.12,Грибы,Альтернария,1,Спороношение слабое
01.06.12,Лиственные деревья,Береза,1,пыление закончилось
01.06.12,Лиственные деревья,Ива,2,Пыление закончилось
01.06.12,Хвойные деревья,Сосна,6,Пыление закончилось
01.06.12,Злаки,Злаки,3,Ожидается постепенное увеличение концентрации пыльцы
01.06.12,Сорняки,Подорожник,1,Начало пыления
01.06.12,Грибы,Кладоспориум,134,Спороношение слабое
01.06.12,Грибы,Альтернария,2,Спороношение слабое
31.05.12,Лиственные деревья,Береза,26,Пыление закончилось
31.05.12,Хвойные деревья,Сосна,30,Пыление закончилось
31.05.12,Злаки,Злаки,16,"Начало пыления, концентрация пыльцы будет постепенно возрастать"
31.05.12,Сорняки,Подорожник,1,Начало пыления
31.05.12,Сорняки,Щавель,8,
31.05.12,Грибы,Кладоспориум,429,Спороношение слабое
31.05.12,Грибы,Альтернария,2,Спороношение слабое
30.05.12,Лиственные деревья,Береза,8,Пыление закончилось
30.05.12,Хвойные деревья,Сосна,38,Пыление закончилось
30.05.12,Злаки,Злаки,14,"Начало пыления, концентрация пыльцы будет постепенно возрастать"
30.05.12,Сорняки,Подорожник,1,Начало пыления
30.05.12,Сорняки,Щавель,4,
30.05.12,Грибы,Кладоспориум,525,Спороношение слабое
30.05.12,Грибы,Альтернария,3,Спороношение слабое
29.05.12,Лиственные деревья,Береза,10,Пыление закончилось
29.05.12,Хвойные деревья,Сосна,18,Пыление заканчивается
29.05.12,Злаки,Злаки,4,"Начало пыления, при установлении сухой и теплой погоды ожидается увеличение концентрации пыльцы"
29.05.12,Сорняки,Щавель,1,
29.05.12,Грибы,Кладоспориум,32,Спороношение слабое
29.05.12,Грибы,Альтернария,1,Спороношение слабое
28.05.12,Лиственные деревья,Береза,18,Пыление закончилось
28.05.12,Хвойные деревья,Сосна,45,Пыление подходит к концу
28.05.12,Злаки,Злаки,4,"Начало пыления, при установлении сухой теплой погоды ожидается повышение концентрации пыльцы"
28.05.12,Сорняки,Подорожник,1,"Начало пыления, существенного увеличения концентрации пыльцы не ожидается"
28.05.12,Грибы,Кладоспориум,38,Спороношение слабое
28.05.12,Грибы,Альтернария,4,Спороношение слабое
25.05.12,Лиственные деревья,Береза,40,Пыление закончилось
25.05.12,Лиственные деревья,Ива,3,Пыление закончилось
25.05.12,Хвойные деревья,Ель,7,Пыление закончилось
25.05.12,Хвойные деревья,Сосна,326,"Пик пыления прошел, концентрация пыльцы снижается"
25.05.12,Злаки,Злаки,4,"Начало пыления, ожидается постепенное увеличение концентрации пыльцы"
25.05.12,Грибы,Кладоспориум,141,Спороношение слабое
25.05.12,Грибы,Альтернария,6,Спороношение слабое
24.05.12,Лиственные деревья,Береза,55,Пыление закончилось
24.05.12,Хвойные деревья,Ель,5,Пыление закончилось
24.05.12,Хвойные деревья,Сосна,295,"Пик пыления прошел, концентрация пыльцы постепенно снижается"
24.05.12,Злаки,Злаки,3,"Начало пыления, концентрация пыльцы может возрасти"
24.05.12,Грибы,Кладоспориум,115,Спороношение слабое
24.05.12,Грибы,Альтернария,6,Спороношение слабое
23.05.12,Лиственные деревья,Береза,13,Пыление закончилось
23.05.12,Лиственные деревья,Дуб,1,Пыление закончилось
23.05.12,Хвойные деревья,Ель,1,Пыление закончилось
23.05.12,Хвойные деревья,Сосна,90,"Пыление заканчивается, концентрация пыльцы постепенно снижается"
23.05.12,Злаки,Злаки,6,"Начало пыления, концентрация пыльцы может возрасти"
23.05.12,Грибы,Кладоспориум,237,Спороношение слабое
23.05.12,Грибы,Альтернария,9,Спороношение слабое
22.05.12,Лиственные деревья,Береза,9,Пыление закончилось
22.05.12,Лиственные деревья,Дуб,6,Пыление закончилось
22.05.12,Хвойные деревья,Ель,2,Пыление подходит к концу
22.05.12,Хвойные деревья,Сосна,38,"Пик пыления прошел, концентрация пыльцы постепенно снижается"
22.05.12,Злаки,Злаки,13,Начало цветения
22.05.12,Сорняки,Щавель,3,"Пыление раннецветущих видов, существенного увеличения концентрации пыльцы не ожидается"
22.05.12,Грибы,Кладоспориум,115,Спороношение умеренное
22.05.12,Грибы,Альтернария,11,Спороношение умеренное
21.05.12,Лиственные деревья,Береза,26,Пыление закончилось
21.05.12,Лиственные деревья,Ива,1,Пыление закончилось
21.05.12,Лиственные деревья,Дуб,3,Пыление закончилось
21.05.12,Хвойные деревья,Ель,4,Пыление подходит к концу
21.05.12,Хвойные деревья,Сосна,118,Активное пыление
21.05.12,Злаки,Злаки,24,"Начало цветения, возможно увеличение концентрации пыльцы"
21.05.12,Сорняки,Щавель,4,"Пыление раннецветущих видов, существенного увеличения концентрации пыльцы не ожидается"
21.05.12,Грибы,Кладоспориум,211,Спороношение умеренное
21.05.12,Грибы,Альтернария,14,Спороношение умеренное
18.05.12,Лиственные деревья,Береза,24,Пыление закончилось
18.05.12,Лиственные деревья,Ива,6,Пыление закончилось
18.05.12,Лиственные деревья,Дуб,12,Пыление закончилось
18.05.12,Хвойные деревья,Ель,13,Пыление подходит к концу
18.05.12,Хвойные деревья,Сосна,386,"Активное пыление, концентрация пыльцы будет оставаться высокой"
18.05.12,Злаки,Злаки,17,"Начало цветения, возможно увеличение концентрации пыльцы"
18.05.12,Сорняки,Щавель,8,"Пыление раннецветущих видов, существенного увеличения концентрации пыльцы не ожидается"
18.05.12,Грибы,Кладоспориум,1280,Спороношение умеренное
18.05.12,Грибы,Альтернария,35,Спороношение умеренное
18.05.12,Лиственные деревья,Ольха,17,"Активное цветение, существенного увеличения концентрации пыльцы не ожидается"
17.05.12,Лиственные деревья,Береза,29,Пыление закончилось
17.05.12,Лиственные деревья,Ива,2,Пыление закончилось
17.05.12,Лиственные деревья,Дуб,16,Пыление закончилось
17.05.12,Хвойные деревья,Ель,24,Пыление заканчивается
17.05.12,Хвойные деревья,Сосна,628,"Активное пыление, возможно увеличение концентрации пыльцы"
17.05.12,Злаки,Злаки,2,"Начало цветения, возможно увеличение концентрации пыльцы"
17.05.12,Сорняки,Щавель,4,"Пыление раннецветущих видов, существенного увеличения концентрации пыльцы не ожидается"
17.05.12,Грибы,Кладоспориум,499,Спороношение слабое
17.05.12,Грибы,Альтернария,6,Спороношение слабое
17.05.12,Лиственные деревья,Ольха,8,"Активное цветение, существенного увеличения концентрации пыльцы не ожидается"
16.05.12,Лиственные деревья,Береза,25,"Пыление закончилось, единичные пыльцевые зерна будут циркулировать в атмосфере до конца месяца"
16.05.12,Лиственные деревья,Ива,3,Пыление раннецветущих видов закончилось
16.05.12,Лиственные деревья,Дуб,18,Пыление закончилось
16.05.12,Хвойные деревья,Ель,11,Пыление заканчивается
16.05.12,Хвойные деревья,Сосна,740,"Начало активного пыления, ожидается увеличение концентрации пыльцы"
16.05.12,Злаки,Злаки,4,"Началось пыление раннецветущих видов злаков, ожидается увеличение концентрации"
16.05.12,Сорняки,Щавель,3,"Началось пыление раннецветущих видов, существенного увеличения концентрации пыльцы не ожидается"
16.05.12,Грибы,Кладоспориум,352,Спороношение слабое
16.05.12,Грибы,Альтернария,5,Спороношение слабое
16.05.12,Лиственные деревья,Ольха,7,"Активное пыление, существенного увеличения концентрации пыльцы не ожидается"
14.05.12,Лиственные деревья,Береза,146,"Пыление заканчивается, отдельные пыльцыевые зерна будут циркулировать в атмосфере до конца месяца"
14.05.12,Лиственные деревья,Ива,3,"Пыление раннецветущих видов закончилось, возможно незначительное увеличение концентрации пыльцы в конце месяца во время цветения позднецветущих видов"
14.05.12,Лиственные деревья,Дуб,23,Пыление заканчивается
14.05.12,Хвойные деревья,Ель,2,Пыление заканчивается
14.05.12,Хвойные деревья,Сосна,18,"Начало пыления, ожидается увеличение концентрации пыльцы"
14.05.12,Грибы,Кладоспориум,198,Спороношение слабое
14.05.12,Грибы,Альтернария,2,Спороношение слабое
12.05.12,Лиственные деревья,Береза,165,Пыление закончилось
12.05.12,Лиственные деревья,Ива,3,"Пыление раннецветущих видов ив закончилось, возможно незначительное увеличение концентрации пыльцы в конце месяца во время цветения поздне-весенних видов"
12.05.12,Лиственные деревья,Дуб,430,Интенсивное пыление
12.05.12,Хвойные деревья,Ель,88,Интенсивное пыление
12.05.12,Хвойные деревья,Сосна,40,Начало пыления
12.05.12,Грибы,Кладоспориум,531,Спороношение слабое
12.05.12,Грибы,Альтернария,11,Спороношение слабое
11.05.12,Лиственные деревья,Береза,35,"Пыление закончилось, единичные пыльцевые зерна будут циркулировать в атмосфере до конца месяца"
11.05.12,Лиственные деревья,Ива,5,Пыление раннецветущих видов закончилось
11.05.12,Лиственные деревья,Дуб,208,Интенсивное пыление. в ближайшие сутки концентрация пыльцы будет оставаться высокой
11.05.12,Хвойные деревья,Ель,1,Пик пыления прошел
11.05.12,Хвойные деревья,Сосна,1,"Начало пыления, ожидается увеличение концентрации"
10.05.12,Лиственные деревья,Береза,30,"Пыление заканчивается, однако отдельные пыльцевые зерна будут циркулировать в атмосфере не менее месяца"
10.05.12,Лиственные деревья,Ива,2,Пыление раннецветущих видов ив заканчивается
10.05.12,Лиственные деревья,Дуб,26,"Пик пыления дуба пришелся на майские праздники, концентрация пыльцы может незначительно увеличиться после установления сухой теплой погоды"
10.05.12,Хвойные деревья,Ель,2,"Основной период пыления, существенного увеличения концентрации пыльцы не ожидается"
10.05.12,Хвойные деревья,Сосна,9,"Начало пыления, ожидается увеличение концентрации пыльцы"
10.05.12,Грибы,Кладоспориум,51,Спороношение слабое
10.05.12,Грибы,Альтернария,1,Спороношение слабое
10.05.12,Лиственные деревья,Ольха,1,"Начало пыления, существенного увеличения концентрации ыпльцы не ожидается"
05.05.12,Лиственные деревья,Береза,1104,"Пик пыления прошел, концентрация пыльцы снижается, по пока остается еще очень высокой"
05.05.12,Лиственные деревья,Клен,11,Пыление заканчивается
05.05.12,Лиственные деревья,Ясень,8,Пыление заканчивается
05.05.12,Лиственные деревья,Ива,34,"Пик пыления прошел, концентрация пыльцы медленно снижается"
05.05.12,Лиственные деревья,Дуб,7,"Начинается пыление дуба, ожидается увеличение концентрации пыльцы"
05.05.12,Грибы,Кладоспориум,32,Спороношение слабое
05.05.12,Грибы,Альтернария,1,Спороношение слабое
04.05.12,Лиственные деревья,Береза,6086,"Пик пыления уже прошел, концентрация пыльцы снижается, но пока еще остается высокой."
04.05.12,Лиственные деревья,Клен,9,Пыление заканчивается
04.05.12,Лиственные деревья,Ясень,9,Пыление заканчивается
04.05.12,Лиственные деревья,Ива,35,"Пик пыления прошел, концентрация пыльцы постепенно снижается"
04.05.12,Лиственные деревья,Дуб,1,В ближайшие дни ожидается начало пыления дуба
04.05.12,Грибы,Кладоспориум,12,Спороношение слабое
03.05.12,Лиственные деревья,Береза,1670,"Пик пыления прошел, концентрация пыльцы будет постепенно снижаться"
03.05.12,Лиственные деревья,Клен,3,Пыление заканчивается
03.05.12,Лиственные деревья,Ясень,3,Пыление заканчивается
03.05.12,Лиственные деревья,Ива,20,Основной период пыления
03.05.12,Грибы,Альтернария,1,
02.05.12,Лиственные деревья,Береза,4243,"Интенсивное пыление. Пик пыления прошел, концентрация пыльцы будет снижаться"
02.05.12,Лиственные деревья,Клен,31,Интенсивное пыление
02.05.12,Лиственные деревья,Вяз,2,Пыление закончилось
02.05.12,Лиственные деревья,Ясень,12,"Начало пыления, ожидается увеличение концентрации пыльцы в атмосфере"
02.05.12,Лиственные деревья,Ива,116,"Интенсивное пыление, концентрация пыльцы будет оставаться стабильно высокой"
02.05.12,Грибы,Кладоспориум,13,Спороношение слабое
02.05.12,Грибы,Альтернария,3,Спороношение слабое
28.04.12,Лиственные деревья,Тополь,6,Пыление закончилось
28.04.12,Лиственные деревья,Береза,20634,"Пик пыления, экстремально высокая концентрация пыльцы в атмосфере. В ближайшие сутки концентрация пыльцы будет оставаться очень высокой"
28.04.12,Лиственные деревья,Клен,288,"Интенсивное пыление, возможно увеличение концентрации пыльцы"
28.04.12,Лиственные деревья,Вяз,19,Пыление закончилось
28.04.12,Лиственные деревья,Ясень,13,"Начало пыления, ожидается увеличение концентрации пыльцы в атмосфере"
28.04.12,Лиственные деревья,Ива,96,"Интенсивное пыление, концентрация пыльцы будет оставаться стабильно высокой"
28.04.12,Грибы,Кладоспориум,256,Спороношение слабое
28.04.12,Грибы,Альтернария,6,Спороношение слабое
27.04.12,Лиственные деревья,Тополь,108,"Пыление заканчивается, концентрация пыльцы снижается"
27.04.12,Лиственные деревья,Береза,15066,Экстремально высокое содержание пыльцы в атмосфере. Концентрация снижена из-за дождя
27.04.12,Лиственные деревья,Клен,91,Начало интенсивного пыления кленов. В ближайшие дни концентрация пыльцы возрастёт
27.04.12,Лиственные деревья,Вяз,5,"Пыление закончилось, концентрация пыльцы снижается"
27.04.12,Лиственные деревья,Ива,20,"Интенсивное пыление, концентрация пыльцы в ближайшие дни будет оставаться высокой"
27.04.12,Грибы,Кладоспориум,13,Спороношение слабое
27.04.12,Грибы,Альтернария,5,Спороношение слабое
26.04.12,Лиственные деревья,Тополь,70,"Пыление заканчивается, концентрация пыльцы снижается"
26.04.12,Лиственные деревья,Береза,19654,Экстремально высокое содержание пыльцы в атмосфере. В ближайшие дни концентрация пыльцы будет оставаться очень высокой
26.04.12,Лиственные деревья,Клен,282,Начало интенсивного пыления кленов. В ближайшие дни концентрация пыльцы возрастет
26.04.12,Лиственные деревья,Вяз,19,"Пыление закончилось, концентрация пыльцы снижается"
26.04.12,Грибы,Кладоспориум,141,Спороношение слабое
26.04.12,Грибы,Альтернария,6,Спороношение слабое
25.04.12,Лиственные деревья,Ольха,1,Пыление закончилось
25.04.12,Лиственные деревья,Тополь,186,"Пик пыления прошел, концентрация пыльцы в атмосфере медленно снижается"
25.04.12,Лиственные деревья,Береза,7731,"Пик пыления, в ближайшие дни концентрация пыльцы будет оставаться очень высокой"
25.04.12,Лиственные деревья,Вяз,102,"Пик пыления прошел, концентрация пыльцы в атмосфере медленно снижается"
25.04.12,Лиственные деревья,Ива,100,"Интенсивное пыление, концентрация пыльцы в ближайшие дни будет оставаться высокой"
25.04.12,Грибы,Кладоспориум,595,Спороношение слабое
24.04.12,Лиственные деревья,Ольха,3,Пыление закончилось
24.04.12,Лиственные деревья,Орешник,0,Пыление закончилось
24.04.12,Лиственные деревья,Тополь,454,"Интенсивное пыление, в ближайшие дни концентрация пыльцы будет постепенно снижаться"
24.04.12,Лиственные деревья,Береза,858,"Начало локального пыления, ожидается резкое увеличение концентрации пыльцы в атмосфере"
24.04.12,Лиственные деревья,Клен,1,Ожидается увеличение концентрации пыльцы
24.04.12,Лиственные деревья,Вяз,123,"Интенсивное пыление, в ближайшие дни концентрация пыльцы будет постепенно снижаться"
24.04.12,Лиственные деревья,Ясень,1,Ожидается увеличение концентрации пыльцы
24.04.12,Лиственные деревья,Ива,79,"Интенсивное пыление, существенного увеличения концентрации пыльцы не ожидается"
24.04.12,Грибы,Кладоспориум,269,Спороношение слабое
24.04.12,Грибы,Альтернария,3,Спороношение слабое
23.04.12,Лиственные деревья,Орешник,1,Пыление закончилось
23.04.12,Лиственные деревья,Тополь,2328,"Интенсивное пыление, концентрация будет оставаться высокой в течение нескольких дней"
23.04.12,Лиственные деревья,Береза,455,Начало локального пыления. В ближайшие дни ожидается резкое увеличение концентрации пыльцы
23.04.12,Лиственные деревья,Клен,9,"Начало пыления кленов, ожидается увеличение концентрации пыльцы"
23.04.12,Лиственные деревья,Вяз,236,"Интенсивное пыление, в ближайшие дни концентрация пыльцы будет оставаться высокой, но постепенно пойдет на спад"
23.04.12,Лиственные деревья,Ива,58,"Начало пыления раннецветущих видов ив, концентрация пыльцы будет оставаться стабильной"
23.04.12,Грибы,Кладоспориум,608,Спороношение слабое
23.04.12,Грибы,Альтернария,3,Спороношение слабое
20.04.12,Лиственные деревья,Ольха,86,Интенсивное пыление
20.04.12,Лиственные деревья,Орешник,27,"Основной период пыление, концентрация пыльцы начала постепенно снижаться"
20.04.12,Лиственные деревья,Тополь,32,Ожидается увеличение концентрации
20.04.12,Лиственные деревья,Береза,110,"Цветение березы в Москве еще не началось. Смена ветра на южный привела к резкому увеличению пыльцы, занесенной в наш регион из южных и юго-восточных областей."
20.04.12,Лиственные деревья,Вяз,2,"Начало пыления, ожидается увеличение концентрации пыльцы"
19.04.12,Лиственные деревья,Ольха,12,"Интенсивное пыление, концентрация пыльцы снижена из-за плохой погоды"
19.04.12,Лиственные деревья,Орешник,6,"Интенсивное пыление, концентрация пыльцы снижена из-за плохой погоды"
19.04.12,Лиственные деревья,Тополь,17,"Начало пыления, концентрация пыльцы будет увеличиваться при установлении теплой сухой погоды"
19.04.12,Лиственные деревья,Береза,1,Единичные пыльцевые зерна в атмосфере связаны с дальним транспортом пыльцы из южных районов страны
19.04.12,Грибы,Кладоспориум,38,Спороношение слабое
19.04.12,Грибы,Альтернария,1,Спороношение слабое
18.04.12,Лиственные деревья,Ольха,158,"Интенсивное пыление, концентрация пыльцы в ближайшие дни будет оставаться высокой"
18.04.12,Лиственные деревья,Орешник,144,"Интенсивное пыление, концентрация пыльцы в ближайшие дни будет оставаться высокой"
18.04.12,Лиственные деревья,Тополь,49,"Начало пыления, ожидается увеличение концентрации пыльцы"
18.04.12,Лиственные деревья,Береза,28,"Начало сезона цветения березы ожидается в конце апреля, обнаружение пыльцы березы в атмосфере в настоящее время связано с дальним транспортом пыльцы из южных регионов"
18.04.12,Лиственные деревья,Вяз,3,"Начало пыления, ожидается увеличение концентрации пыльцы"
18.04.12,Лиственные деревья,Ива,3,"Начало пыления, ожидается увеличение концентрации пыльцы"
18.04.12,Грибы,Кладоспориум,1082,
18.04.12,Грибы,Альтернария,5,
17.04.12,Лиственные деревья,Ольха,183,Интенсивное пыление продолжится еще несколько дней
17.04.12,Лиственные деревья,Орешник,281,Интенсивное пыление продолжится еще несколько дней
17.04.12,Лиственные деревья,Тополь,49,Начало пыления. Концентрация пыльцы будет возрастать
17.04.12,Лиственные деревья,Береза,44,Пыление березы в Москве еще не началось. Обнаружение пыльцы березы в воздухе связано с дальним транспортом пыльцы из южных регионов.
17.04.12,Лиственные деревья,Вяз,37,"Начало пыления, ожидается увеличение концентрации пыльцы"
